time,UnbiasedBD,Steered,Coupled,TAMD,Hot
7950.00000,-4.79763,-3.93557,5.02085,-4.91059,2132.83897
7960.00000,-4.64295,-0.66975,4.29289,-3.12961,2130.26571
7970.00000,-5.19709,-4.12275,5.26541,-3.77981,2122.28471
7980.00000,-4.88368,-3.37303,4.46708,-3.83817,2116.22879
7990.00000,-5.52032,-2.85793,4.39324,-1.43903,2112.22535
8000.00000,-5.15315,-2.25658,4.52508,-3.60923,2106.56098
8010.00000,-5.03017,-1.79412,4.11182,-3.27457,2101.63327
8020.00000,-4.82041,-3.08366,4.69650,-2.62174,2096.18777
8030.00000,-5.15985,-1.72385,4.73046,-1.40821,2089.34231
8040.00000,-3.84509,-1.94564,4.77807,-1.95643,2083.92121
8050.00000,-5.68750,-1.57907,5.12834,-2.64830,2076.46562
8060.00000,-5.24240,-3.37621,5.02787,-2.80780,2066.34205
8070.00000,-4.75313,-3.04918,5.47962,-2.90349,2056.45148
8080.00000,-5.65209,-1.38010,5.72829,-3.28019,2048.73426
8090.00000,-5.53511,-3.50625,4.56730,-3.98208,2041.23798
8100.00000,-4.40047,-2.95475,5.39685,-4.57593,2036.65877
8110.00000,-4.68063,-2.22642,5.08691,-4.64316,2030.02694
8120.00000,-5.73970,-0.59794,4.30579,-4.77732,2026.14915
8130.00000,-5.37016,-2.71306,3.80591,-5.09838,2026.29057
8140.00000,-5.06177,-2.18212,5.02280,-3.84638,2022.59992
8150.00000,-4.41598,-3.83890,5.42888,-3.54138,2017.66981
8160.00000,-5.41721,-2.89610,5.41047,-4.38577,2009.65029
8170.00000,-4.35496,-2.34462,5.21756,-5.05702,2003.32236
8180.00000,-5.19070,-2.87849,4.58963,-5.39621,2011.47726
8190.00000,-4.07976,-3.34652,4.65477,-5.83421,2015.44439
8200.00000,-5.29018,-2.49733,5.63845,-5.75821,2024.93249
8210.00000,-5.55608,-3.35690,5.87148,-6.18831,2040.18633
8220.00000,-5.57231,-1.78822,4.58316,-6.06631,2054.56146
8230.00000,-4.52639,-1.76322,5.55123,-6.78284,2077.99951
8240.00000,-5.45216,-1.90351,5.77442,-6.82201,2106.39309
8250.00000,-4.69284,-2.36265,4.17917,-7.26051,2131.21176
8260.00000,-4.38399,-2.76543,4.26945,-7.80956,2162.24629
8270.00000,-5.46955,-2.44735,4.33856,-7.18417,2197.04911
8280.00000,-4.91877,-1.59771,5.59903,-6.41826,2221.15053
8290.00000,-5.74874,-3.73705,4.49523,-7.01906,2246.26369
8300.00000,-4.91064,-1.66384,4.91296,-6.87388,2270.83119
8310.00000,-5.36124,-2.88942,5.50174,-6.42335,2288.32199
8320.00000,-5.15228,-4.45479,4.84143,-5.67573,2298.14718
8330.00000,-4.28886,-2.81006,4.88610,-5.33503,2305.99009
8340.00000,-4.51515,-2.60432,4.64281,-4.96361,2307.30373
8350.00000,-5.27181,-3.08881,5.20143,-4.04208,2299.35658
8360.00000,-4.91043,-2.57025,4.71224,-1.75487,2294.37004
8370.00000,-5.31324,-1.57494,5.08027,-2.45628,2285.91872
8380.00000,-4.82571,-3.55505,5.01752,-3.11974,2277.62593
8390.00000,-5.87028,-4.57481,4.65549,-2.79912,2271.49761
8400.00000,-4.86303,-3.99492,5.44242,-3.24912,2265.32468
8410.00000,-4.98820,-2.05898,4.91129,-4.29658,2257.93413
8420.00000,-4.20211,-3.19598,5.21127,-3.13997,2255.41164
8430.00000,-4.60716,-2.52307,5.03837,-3.86835,2249.92575
8440.00000,-4.31118,-0.05771,4.53188,-4.07337,2243.49312
8450.00000,-5.20305,-2.68920,5.37667,-5.22909,2238.74702
8460.00000,-5.23901,-4.00862,4.99236,-4.44046,2233.67998
8470.00000,-5.07319,-3.08986,5.08532,-4.90321,2230.90734
8480.00000,-5.22571,-3.39118,5.15245,-4.47260,2230.17397
8490.00000,-5.41910,-2.80939,3.66283,-4.89881,2229.45521
8500.00000,-4.91094,-2.28227,4.99114,-5.24797,2226.36849
8510.00000,-5.45429,-1.21227,4.99845,-5.32264,2225.13105
8520.00000,-5.68089,-2.71430,4.65868,-4.23194,2218.90375
8530.00000,-5.09138,-1.56270,4.61815,-3.64747,2211.15798
8540.00000,-4.56721,-3.63011,5.23457,-3.38321,2204.61023
8550.00000,-4.69046,-3.32596,4.99650,-3.30018,2198.53058
8560.00000,-5.27015,-3.25827,5.87520,-4.36504,2190.26239
8570.00000,-5.66152,-2.76941,5.22501,-3.30375,2182.75838
8580.00000,-5.05406,-2.65106,4.70905,-3.24505,2174.43444
8590.00000,-3.91132,-3.23232,5.44512,-2.79365,2168.80904
8600.00000,-5.63842,-3.26161,4.30579,-3.11794,2158.63029
8610.00000,-5.16996,-3.16485,4.91956,-4.38932,2153.97564
8620.00000,-5.20229,-2.00890,5.12689,-4.37501,2150.43846
8630.00000,-4.98131,-4.33472,4.51869,-5.06952,2148.76204
8640.00000,-5.99436,-1.63358,4.76194,-3.89223,2145.29894
8650.00000,-4.49716,-2.43169,4.80644,-5.22458,2141.79813
8660.00000,-4.96710,-3.21495,4.19533,-5.29764,2144.58131
8670.00000,-4.22868,-3.02906,4.04015,-6.04180,2148.95378
8680.00000,-4.64145,-1.76091,5.69567,-5.26013,2155.71307
8690.00000,-4.87248,-2.58496,4.98959,-5.46496,2157.44374
8700.00000,-4.59548,-2.30589,5.00850,-5.52944,2161.29779
8710.00000,-4.46252,-1.72301,5.63001,-6.06542,2169.74143
8720.00000,-5.65085,-1.30884,4.52317,-5.54033,2177.42268
8730.00000,-5.17810,-3.06948,4.39994,-5.80939,2185.17728
8740.00000,-4.55600,-3.68091,5.67294,-6.85772,2203.59203
8750.00000,-4.93050,-3.35639,4.40080,-6.72956,2217.87271
8760.00000,-4.44940,-2.28828,4.81291,-5.12557,2228.91383
8770.00000,-4.95935,-2.97416,4.85122,-5.09238,2228.30089
8780.00000,-5.50762,-3.03916,4.96746,-4.59222,2227.56047
8790.00000,-5.43629,-2.47678,4.96237,-4.29766,2225.06985
8800.00000,-5.04451,-2.11691,4.83503,-4.44491,2220.60996
8810.00000,-4.04763,-2.08732,4.28393,-6.04608,2224.13867
8820.00000,-6.00988,-2.90439,4.99070,-5.46875,2227.83106
8830.00000,-4.73258,-2.93243,4.72055,-4.98457,2228.87132
8840.00000,-4.68175,-3.00291,5.71836,-6.32108,2234.65187
8850.00000,-4.60396,-2.34598,5.32823,-6.79035,2255.53649
8860.00000,-4.98425,-1.99541,4.63246,-6.85181,2278.33380
8870.00000,-4.97873,-1.48525,5.17848,-7.32882,2301.67182
8880.00000,-5.20941,-2.36696,5.40281,-7.00989,2329.21771
8890.00000,-5.00737,-3.54185,5.23114,-7.04202,2355.45260
8900.00000,-5.41373,-3.42825,5.16557,-7.45436,2388.34346
8910.00000,-4.25349,-1.35028,4.80959,-7.36025,2416.64357
8920.00000,-5.41500,-1.51758,4.04077,-7.44986,2447.04746
8930.00000,-5.14039,-2.39158,4.38634,-7.42694,2475.09777
8940.00000,-5.64571,0.20428,5.57807,-6.45792,2504.15969
8950.00000,-4.88231,-1.57974,4.37757,-6.13732,2520.07856
8960.00000,-4.36413,-2.40621,5.89320,-6.62309,2535.29829
8970.00000,-4.95102,-1.92846,4.16052,-6.37011,2554.00072
8980.00000,-5.16027,-3.24508,5.69861,-6.99518,2573.79635
8990.00000,-5.35572,-2.39208,5.74988,-7.14944,2597.88383
9000.00000,-5.19680,-2.53943,4.59615,-6.46769,2621.25067
9010.00000,-4.58257,-2.26622,5.03496,-5.90223,2635.89433
9020.00000,-5.70630,-3.42811,4.26032,-5.46929,2641.30899
9030.00000,-5.48046,-3.25903,5.98661,-4.94854,2644.19790
9040.00000,-5.93422,-2.33571,4.09811,-4.25531,2639.03055
9050.00000,-4.70978,-0.68970,5.01721,-4.57377,2631.32594
9060.00000,-4.36078,-1.33180,4.52889,-3.76203,2629.09692
9070.00000,-4.99798,-2.57107,5.09814,-3.78711,2623.87203
9080.00000,-5.12453,-2.49206,4.49497,-3.98941,2619.60049
9090.00000,-4.98474,-2.55807,4.96003,-4.50628,2614.24202
9100.00000,-5.99180,-0.45840,4.81033,-2.82625,2607.28690
9110.00000,-4.88886,-0.07298,5.11983,-4.28595,2602.06918
9120.00000,-4.50688,-2.26925,3.87356,-5.23284,2596.08039
9130.00000,-4.12298,-1.55937,5.68998,-5.47157,2597.92438
9140.00000,-5.27882,-1.45064,4.09156,-4.52787,2598.45102
9150.00000,-5.04450,-3.06990,5.01247,-4.74131,2596.65489
9160.00000,-4.14429,-2.96089,5.20376,-4.83317,2595.23762
9170.00000,-4.93333,-3.23197,5.57755,-5.74701,2595.99431
9180.00000,-5.19465,-0.72860,4.69618,-5.98064,2604.36082
9190.00000,-5.02022,-1.78765,5.83279,-6.33827,2613.23957
9200.00000,-4.24608,-2.57268,5.60397,-5.70083,2623.68016
9210.00000,-4.21317,-2.70837,5.07092,-5.35845,2632.02995
9220.00000,-5.38244,-2.25583,5.28867,-5.46651,2638.12694
9230.00000,-4.90001,-1.89630,5.53250,-5.24312,2632.70559
9240.00000,-5.40281,-1.59822,4.86159,-3.57886,2626.17079
9250.00000,-4.97864,-2.65374,4.81067,-2.49405,2618.63151
9260.00000,-4.86107,-2.08603,5.16558,-2.44489,2612.38927
9270.00000,-4.40545,-1.21729,5.09153,-2.27233,2603.16425
9280.00000,-5.29521,-2.37982,4.69992,-1.95213,2595.23024
9290.00000,-4.83006,-1.66092,4.74777,-2.20255,2588.83113
9300.00000,-4.77260,-3.05688,4.38803,-1.44990,2578.44085
9310.00000,-4.84794,-2.44426,4.58090,0.68528,2573.70009
9320.00000,-5.46934,-1.06636,4.57053,1.14327,2574.44617
9330.00000,-5.36609,-2.35167,5.05096,1.17772,2582.13613
9340.00000,-5.90016,-2.46341,5.40891,0.83187,2585.97664
9350.00000,-5.08993,-2.64425,5.89470,0.25927,2588.31270
9360.00000,-5.08935,-1.85406,5.56193,1.73478,2592.79901
9370.00000,-5.68950,-0.44575,4.96636,2.51916,2600.11724
9380.00000,-4.67234,1.01594,5.34016,2.86237,2606.93578
9390.00000,-5.28173,-1.33073,5.30817,1.07766,2611.89632
9400.00000,-5.14701,-3.13432,4.53669,1.63884,2617.27949
9410.00000,-3.89940,-1.50062,5.16697,2.79696,2624.13096
9420.00000,-4.59865,0.49140,5.52839,1.58890,2630.20582
9430.00000,-5.43300,0.65717,5.46219,1.90304,2634.95279
9440.00000,-4.59523,-0.77467,4.14230,1.99366,2639.05258
9450.00000,-5.48260,-1.49106,5.06243,2.13213,2647.42983
9460.00000,-4.62365,-3.03328,5.09697,1.03982,2656.46502
9470.00000,-5.37924,-0.70727,5.87830,-1.10232,2657.26199
9480.00000,-3.67399,-1.93317,5.72763,-2.02830,2652.57958
9490.00000,-4.35969,-1.65682,5.94239,-3.05111,2642.41989
9500.00000,-5.31961,-1.93030,5.51658,-0.75533,2637.01705
9510.00000,-5.00933,0.30154,5.63011,0.44045,2626.94361
9520.00000,-4.58808,-2.32051,5.47103,2.26657,2633.65082
9530.00000,-5.22969,-1.61745,5.64366,4.77480,2640.50475
9540.00000,-5.35204,-0.26245,4.96806,4.76292,2644.98877
9550.00000,-5.51865,-2.18386,5.65753,4.31501,2650.37486
9560.00000,-4.65633,-2.73156,5.24608,5.07227,2654.90889
9570.00000,-4.20127,-2.95830,4.83339,5.25386,2656.81586
9580.00000,-5.01202,-1.18375,4.70164,5.79329,2651.65927
9590.00000,-4.79007,-1.85810,5.94815,5.20602,2649.53128
9600.00000,-4.66448,-3.67698,5.03633,4.02801,2655.22301
9610.00000,-4.46077,-3.53061,5.88111,5.00865,2660.51297
9620.00000,-5.77965,-0.11224,4.54798,5.10832,2665.47426
9630.00000,-5.08764,1.68054,5.20610,4.39387,2666.11189
9640.00000,-4.06376,2.28238,4.51979,6.12196,2660.08132
9650.00000,-4.64942,0.64323,4.67322,5.77953,2652.10803
9660.00000,-5.03151,-0.63387,5.24944,5.30851,2647.72247
9670.00000,-5.20575,0.57857,5.11249,4.79757,2644.83051
9680.00000,-5.23348,0.92410,5.37128,5.48573,2644.34873
9690.00000,-4.80958,1.16563,5.03230,6.08569,2636.01980
9700.00000,-4.94029,-0.06284,5.02593,6.91226,2620.74739
9710.00000,-4.55031,0.40500,5.01932,6.93393,2591.79756
9720.00000,-5.39917,0.50002,5.68458,6.74068,2565.58082
9730.00000,-5.80128,-0.59446,5.25813,6.17707,2553.19557
9740.00000,-4.48104,-0.73579,4.61804,5.40902,2547.65610
9750.00000,-4.73954,-2.47872,5.28638,4.55524,2547.78357
9760.00000,-5.82671,-0.45253,5.13313,4.86876,2553.48141
9770.00000,-4.94674,1.64142,4.49361,5.90990,2550.61620
9780.00000,-4.46500,2.08665,4.72398,6.87216,2533.51447
9790.00000,-5.49298,0.65303,4.73829,7.41452,2506.93581
9800.00000,-5.28726,-1.76383,5.40176,6.88664,2479.91051
9810.00000,-4.78683,1.54755,4.59233,7.80427,2454.96519
9820.00000,-4.08360,1.81151,4.88606,6.52907,2439.41149
9830.00000,-4.85713,1.21771,3.98528,5.48557,2429.56541
9840.00000,-5.06776,1.12913,5.37004,4.90840,2424.47140
9850.00000,-5.28489,-0.08405,5.11141,5.99959,2420.79349
9860.00000,-4.84209,-0.57375,5.02616,5.89576,2416.67102
9870.00000,-5.88019,-1.27165,4.01638,4.94180,2410.48932
9880.00000,-6.08671,-2.47827,4.85109,4.27863,2410.74916
9890.00000,-4.81380,-0.81886,4.80813,3.97502,2415.65353
9900.00000,-5.05599,1.33736,4.45927,3.09313,2420.12281
9910.00000,-4.63360,1.18793,5.17005,3.10811,2426.92237
9920.00000,-5.04600,2.31743,5.33308,2.86951,2434.76638
9930.00000,-4.79498,0.84471,5.43177,1.37249,2442.85166
9940.00000,-4.12466,2.12184,5.58774,0.94146,2447.82602
9950.00000,-5.19312,2.53469,4.34688,1.72613,2449.98687
9960.00000,-5.51332,2.34783,4.93353,-0.24383,2453.97902
9970.00000,-3.58138,2.71298,4.84863,2.10889,2459.70321
9980.00000,-4.72769,2.99517,5.08693,1.76679,2460.01541
9990.00000,-5.79744,0.92821,5.05683,0.99899,2465.07615
10000.00000,-6.03440,-2.85828,5.39802,-1.38371,2466.22959
10010.00000,-4.24554,-2.24818,4.92643,-1.30230,2461.28557
10020.00000,-4.55466,-0.34659,4.39508,-3.01410,2454.42970
10030.00000,-4.85500,-0.60167,5.71186,-3.77175,2449.11004
10040.00000,-5.21947,-0.35000,4.43606,-2.13215,2441.83452
10050.00000,-5.57462,2.73618,4.26436,-2.51186,2431.43395
10060.00000,-4.54457,0.71863,5.42234,-0.60740,2425.98259
10070.00000,-4.57117,1.59903,4.54002,-0.35740,2421.78718
10080.00000,-5.36798,2.00332,5.30637,-1.80867,2419.75528
10090.00000,-5.78946,2.73662,5.44716,-0.31062,2415.49946
10100.00000,-5.46453,1.09590,4.84048,-1.56831,2408.15879
10110.00000,-4.44419,0.69197,5.45002,-2.90088,2398.49306
10120.00000,-4.89268,1.30220,5.88892,-1.21536,2396.59459
10130.00000,-5.50704,1.42043,5.35466,-0.97424,2393.45754
10140.00000,-4.76970,2.45974,4.49578,-2.23933,2388.47036
10150.00000,-6.17760,2.46914,4.95981,-2.55287,2377.67740
10160.00000,-5.35649,3.35805,5.33680,-2.60836,2370.58344
10170.00000,-4.12966,1.65547,5.14668,-3.39282,2362.47406
10180.00000,-4.81293,1.92294,5.51492,-3.15627,2353.85161
10190.00000,-5.25565,0.68618,5.50756,-4.12544,2347.61847
10200.00000,-4.78986,3.05550,4.75650,-4.97690,2339.42987
10210.00000,-5.62175,1.45669,4.86123,-3.40129,2333.21344
10220.00000,-5.14003,0.60617,5.33161,-3.39189,2323.76064
10230.00000,-4.49215,0.43133,5.12797,-3.17378,2313.36971
10240.00000,-5.61831,0.34329,5.47178,-2.63447,2308.76728
10250.00000,-4.77347,1.26092,5.54141,-2.28219,2302.21703
10260.00000,-4.41557,2.09286,5.52694,-2.69708,2293.34967
10270.00000,-4.81698,2.54904,5.36884,-3.45702,2282.04834
10280.00000,-5.55835,-0.28420,4.24720,-3.46321,2277.26456
10290.00000,-5.43969,-2.67641,5.63149,-3.67423,2268.59137
10300.00000,-5.71760,1.01447,4.67953,-3.23224,2260.76592
10310.00000,-5.26131,2.04887,4.45174,-2.67983,2255.53935
10320.00000,-5.55868,0.95756,5.39472,-3.38006,2248.71001
10330.00000,-4.90018,1.90576,4.29751,-2.95350,2240.00337
10340.00000,-6.02890,1.46820,4.62503,-3.96294,2231.90380
10350.00000,-5.28067,2.58246,4.72871,-4.16265,2224.15737
10360.00000,-4.84889,2.41910,5.46928,-3.49038,2217.76620
10370.00000,-5.94569,0.99907,4.78345,-3.16854,2211.09937
10380.00000,-4.94733,0.35510,4.62893,-4.43204,2205.86103
10390.00000,-5.17650,-1.20823,5.50517,-3.94603,2199.78899
10400.00000,-4.23901,2.33055,4.26708,-3.28076,2188.56394
10410.00000,-4.94608,0.91508,5.99825,-3.50784,2181.92233
10420.00000,-5.23283,2.21225,5.40015,-1.79732,2173.17634
10430.00000,-4.56964,1.95804,4.89367,-1.05865,2162.65518
10440.00000,-5.43574,0.44799,5.53673,-1.55658,2155.38365
10450.00000,-5.01970,3.75680,5.55095,-1.80989,2150.09702
10460.00000,-5.55141,3.26242,6.08615,-1.29625,2144.49430
10470.00000,-4.95297,2.84032,5.76250,-0.99290,2143.15502
10480.00000,-5.31359,2.11577,4.66219,-0.67968,2142.34606
10490.00000,-5.40525,1.87825,3.95238,1.81570,2143.99523
10500.00000,-5.67645,1.57193,4.36919,1.70033,2147.17802
10510.00000,-4.98727,0.24428,5.33469,-1.27992,2151.87186
10520.00000,-5.53692,-1.51526,5.30260,-0.76848,2153.51818
10530.00000,-5.41233,-0.71964,5.19247,-0.39473,2151.90585
10540.00000,-5.00198,-1.80622,4.43560,0.16992,2157.58523
10550.00000,-5.68685,2.59822,4.23813,-0.40036,2155.31189
10560.00000,-4.66549,1.76078,5.33253,-0.39364,2149.14189
10570.00000,-4.89962,0.81573,5.48897,-1.22125,2147.54260
10580.00000,-4.99037,0.71795,5.05311,-1.95833,2139.45556
10590.00000,-4.84777,2.99443,4.67278,-1.92713,2133.90538
10600.00000,-5.18602,1.53901,4.73309,0.98203,2139.19569
10610.00000,-4.76496,2.37437,5.59656,1.83550,2141.04745
10620.00000,-5.42559,2.26551,4.27719,4.22949,2151.49846
10630.00000,-5.81317,1.84839,5.56308,3.95054,2158.06543
10640.00000,-4.96812,2.28372,4.90730,4.16036,2160.60087
10650.00000,-3.56020,3.46405,4.96283,4.35999,2169.03639
10660.00000,-5.17226,0.03489,5.03082,4.58173,2177.48211
10670.00000,-5.57071,0.17735,5.04992,4.52114,2181.53924
10680.00000,-4.68212,1.29531,5.56840,3.65008,2186.59499
10690.00000,-5.11129,1.51608,5.43396,3.25451,2193.90805
10700.00000,-5.13360,0.10497,4.39212,4.38010,2198.90519
10710.00000,-4.74401,1.40847,5.60723,5.16918,2205.10479
10720.00000,-3.99833,1.81514,4.87216,3.44115,2209.13391
10730.00000,-5.27807,1.56224,5.30812,3.65541,2214.45187
10740.00000,-5.38987,2.00865,4.25554,3.76513,2223.59249
10750.00000,-5.13951,1.70837,4.99286,3.33569,2232.62584
10760.00000,-5.59524,-0.01522,4.46241,3.15841,2240.76623
10770.00000,-4.67441,1.26784,5.19201,2.52314,2251.87764
10780.00000,-5.19749,2.64025,5.40304,2.45942,2259.95372
10790.00000,-6.03449,2.47236,5.54140,2.15415,2263.36803
10800.00000,-4.87519,2.36873,5.06340,1.92495,2269.24067
10810.00000,-4.68067,2.32916,4.92646,1.77077,2276.76911
10820.00000,-5.69615,2.29589,5.01056,1.59730,2283.48695
10830.00000,-4.66009,-1.07806,5.38737,-0.10470,2284.46030
10840.00000,-5.01864,1.71375,5.06043,-0.48969,2284.18209
10850.00000,-5.06988,1.67695,4.27226,0.55810,2282.88023
10860.00000,-5.20321,3.12585,4.69266,1.95139,2285.74297
10870.00000,-5.43986,1.47339,4.91346,1.34487,2295.49477
10880.00000,-5.03907,2.11507,5.16842,1.93950,2305.57693
10890.00000,-5.27976,1.44674,5.04639,1.63826,2311.84128
10900.00000,-5.13330,1.90266,5.37477,1.19460,2310.30579
10910.00000,-5.01050,-0.32178,5.23180,0.15706,2316.91299
10920.00000,-4.76996,2.85836,5.44552,0.72541,2317.87638
10930.00000,-4.53583,3.05500,4.77124,-1.44982,2319.37276
10940.00000,-5.24331,3.16572,4.71217,-1.19219,2313.45678
10950.00000,-4.06906,1.48380,4.66180,0.01072,2310.53887
10960.00000,-3.96214,3.62473,5.31795,0.37503,2313.64173
10970.00000,-5.81924,2.62713,4.50207,0.95348,2312.02177
10980.00000,-5.26773,1.62414,5.24744,1.71326,2315.92733
10990.00000,-4.94929,3.17422,5.12732,3.00286,2324.19044
11000.00000,-5.21715,2.09009,4.77873,2.52303,2332.62368
11010.00000,-4.34607,0.37940,5.45120,2.37744,2341.05420
11020.00000,-4.50043,2.41059,5.17484,2.02756,2344.32706
11030.00000,-6.44684,1.45911,5.07207,1.95539,2352.13123
11040.00000,-4.77263,2.34896,5.13110,0.22871,2354.71213
11050.00000,-4.59188,2.44627,4.73543,-0.71624,2354.73155
11060.00000,-4.77570,1.13309,5.09050,0.63707,2355.05291
11070.00000,-5.46790,2.80632,5.25747,2.01935,2361.41289
11080.00000,-5.00861,2.16406,4.64584,1.41916,2367.43615
11090.00000,-6.13269,3.61056,5.01105,0.24668,2368.30653
11100.00000,-5.40338,2.53773,4.90068,-0.67402,2369.21077
11110.00000,-5.41533,2.10524,4.92272,0.70489,2373.92798
11120.00000,-4.99138,2.73572,5.41203,0.89342,2381.59974
11130.00000,-4.94481,2.11720,3.93267,2.02433,2388.26256
11140.00000,-5.11373,2.04659,4.70725,2.48741,2395.65927
11150.00000,-4.79568,2.97298,5.06696,1.44345,2403.61714
11160.00000,-4.49745,0.85457,4.46367,1.45007,2407.24962
11170.00000,-4.66556,3.42143,4.58377,2.82731,2413.02717
11180.00000,-5.31482,3.17468,4.52596,2.81533,2419.17806
11190.00000,-5.01873,2.75849,4.95277,2.87580,2427.32555
11200.00000,-4.17877,2.15978,5.33981,1.16380,2436.03619
11210.00000,-5.13118,0.71045,4.72914,0.50531,2440.82112
11220.00000,-3.27489,3.25751,5.37194,1.47830,2446.30571
11230.00000,-5.22571,0.97511,5.14593,0.92833,2451.96359
11240.00000,-4.99165,2.12497,6.03607,1.26383,2455.71349
11250.00000,-4.64186,3.27281,5.28352,0.32823,2460.86291
11260.00000,-6.20930,2.37788,4.66951,0.75908,2466.83565
11270.00000,-5.00378,2.57784,5.24433,-0.38344,2465.67091
11280.00000,-5.43961,1.77754,5.11415,-1.57805,2465.98070
11290.00000,-4.92823,2.71364,5.10632,-1.42258,2462.86908
11300.00000,-4.61973,2.75368,5.09904,-0.48344,2464.82185
11310.00000,-4.49790,1.82471,5.04398,-0.60681,2465.46581
11320.00000,-5.36974,1.48531,4.89165,-1.47063,2461.59650
11330.00000,-4.86728,3.36276,4.69964,-1.85466,2453.32547
11340.00000,-3.57450,2.62271,5.72527,-2.02332,2445.22503
11350.00000,-5.23360,2.27750,5.56839,-1.64938,2437.65748
11360.00000,-5.57922,1.34917,5.38153,-0.36199,2434.74490
11370.00000,-4.35692,1.93287,5.45241,-0.10704,2431.06847
11380.00000,-5.41917,2.02096,5.38107,-0.70129,2432.07243
11390.00000,-4.31300,2.46600,4.28738,-1.14362,2423.40527
11400.00000,-4.55797,1.57842,5.44094,0.37750,2422.55146
11410.00000,-5.17601,1.64797,5.77915,0.55379,2422.25251
11420.00000,-5.23598,4.26058,4.19832,-0.78291,2424.77471
11430.00000,-4.34060,1.97177,5.40473,-0.92691,2422.21496
11440.00000,-4.08619,2.65129,5.02475,-1.25042,2420.35512
11450.00000,-4.65809,1.32250,4.48224,-0.18360,2416.15042
11460.00000,-4.61249,2.71480,5.56089,-0.96943,2414.32665
11470.00000,-5.06225,3.91704,5.12606,-1.44976,2407.67140
11480.00000,-4.81870,4.13118,5.17705,-1.38894,2402.60902
11490.00000,-4.81847,3.62855,3.93597,-2.47647,2394.85823
11500.00000,-5.26072,1.49530,4.90401,-4.66241,2384.79067
11510.00000,-5.25674,3.73062,5.14640,-4.33376,2383.97706
11520.00000,-5.11499,1.31116,4.79767,-5.20963,2384.84460
11530.00000,-4.87383,3.25468,4.08906,-5.89813,2395.43638
11540.00000,-5.42367,3.29045,4.82979,-7.12518,2413.75475
11550.00000,-4.88294,2.01302,5.36818,-7.16833,2439.55166
11560.00000,-5.54660,3.09952,5.73073,-6.51204,2464.11643
11570.00000,-5.03121,2.94614,4.70912,-6.97653,2492.22916
11580.00000,-5.14294,2.32760,5.11278,-6.61099,2516.11375
11590.00000,-5.42232,2.08464,5.41568,-6.03198,2536.08850
11600.00000,-6.33821,1.60928,4.73169,-6.90210,2556.12362
11610.00000,-4.72771,2.79798,5.41177,-7.36114,2581.42928
11620.00000,-4.92567,2.79397,4.68390,-7.47376,2618.27644
11630.00000,-5.19837,3.06879,4.08971,-8.25191,2661.73939
11640.00000,-5.46590,2.67274,4.60274,-8.50877,2721.51842
11650.00000,-5.38464,2.57355,4.55742,-9.05791,2791.23474
11660.00000,-4.64512,3.59847,5.49517,-9.02523,2868.85240
11670.00000,-4.07062,2.97078,5.14528,-9.11617,2954.56790
11680.00000,-3.95329,3.57914,5.37210,-8.65252,3035.53094
11690.00000,-5.23249,2.04002,5.30841,-8.52236,3098.13531
11700.00000,-4.48906,2.50369,5.01666,-7.93680,3144.39165
11710.00000,-4.90724,3.12064,5.36333,-8.09288,3199.07225
11720.00000,-5.53290,3.44996,5.30247,-8.10620,3246.75114
11730.00000,-5.18679,2.76182,5.16284,-7.60107,3291.63669
11740.00000,-5.20541,2.41959,5.20600,-7.93450,3328.62108
11750.00000,-4.98160,2.83063,4.07366,-7.60570,3365.21429
11760.00000,-5.00286,3.04256,5.14603,-6.25930,3390.99822
11770.00000,-5.37963,3.36516,4.47091,-5.99429,3407.84496
11780.00000,-4.90927,4.45651,5.12734,-6.23397,3420.93405
11790.00000,-5.27377,1.56367,5.34090,-5.59168,3434.37179
11800.00000,-5.13389,3.68416,5.01893,-6.09857,3447.67104
11810.00000,-4.84348,2.62732,5.74461,-6.30255,3464.33569
11820.00000,-4.67742,2.81415,5.65687,-6.83884,3473.55532
11830.00000,-5.63560,2.68187,5.48871,-6.40422,3497.52686
11840.00000,-4.85271,3.73994,5.04278,-7.05753,3518.62233
11850.00000,-4.76248,3.28509,5.11893,-6.63017,3538.66721
11860.00000,-5.49762,2.34040,5.39227,-6.21580,3554.20325
11870.00000,-4.74905,4.46487,5.49702,-6.42385,3565.21919
11880.00000,-4.90639,3.36689,4.91673,-5.84711,3576.30448
11890.00000,-4.73651,1.90949,5.58907,-4.88176,3578.91394
11900.00000,-5.45308,1.35272,5.47173,-4.69928,3579.60281
11910.00000,-5.10375,2.86727,4.81727,-5.36790,3581.29852
11920.00000,-4.70977,2.55056,5.16417,-5.40755,3580.86191
11930.00000,-4.65005,2.79218,4.26866,-6.14078,3590.18948
11940.00000,-5.00471,1.63437,4.50625,-5.40923,3593.51455
11950.00000,-4.90919,3.46512,4.57889,-4.05483,3589.42450
11960.00000,-5.47565,1.84447,4.61454,-3.74530,3582.94312
11970.00000,-4.72560,3.07034,5.48572,-3.47425,3574.13704
11980.00000,-5.09896,3.64470,5.20837,-2.19652,3563.00724
11990.00000,-4.87410,3.03614,5.22010,-3.10233,3557.25477
12000.00000,-5.05747,3.84859,3.96624,-2.68961,3549.05913
12010.00000,-4.91839,3.59098,4.72569,-2.93593,3540.40984
12020.00000,-5.23660,3.58409,4.86892,-3.70138,3532.30775
12030.00000,-4.85253,2.64625,4.56057,-2.31859,3524.98184
