time,UnbiasedBD,Steered,Coupled,TAMD,Hot
3920.00000,-4.99828,-4.37138,5.73968,7.73089,2856.27386
3930.00000,-4.76622,-5.04530,5.50406,6.51796,2825.59424
3940.00000,-4.67595,-3.53761,4.77508,5.95342,2808.51525
3950.00000,-5.25472,-3.98507,4.89402,6.51354,2794.22381
3960.00000,-5.04984,-3.86433,5.26858,7.09003,2768.27833
3970.00000,-4.92463,-3.91321,5.24375,6.95463,2740.38672
3980.00000,-5.16653,-3.65727,4.76376,6.57952,2719.52646
3990.00000,-5.37849,-4.01240,5.01609,6.14791,2698.64704
4000.00000,-3.34612,-3.89546,4.42800,5.54924,2686.34353
4010.00000,-4.92155,-3.80181,4.84685,5.46369,2680.57671
4020.00000,-3.99516,-4.60679,4.40696,6.18431,2673.74398
4030.00000,-4.91469,-4.50078,5.64451,5.43455,2662.20536
4040.00000,-5.12055,-4.72185,5.39603,5.44324,2659.43433
4050.00000,-5.00396,-4.15338,4.21715,3.94183,2660.23610
4060.00000,-4.50660,-4.68715,5.32834,3.55320,2669.58550
4070.00000,-4.88570,-4.69903,5.46415,3.20598,2677.46890
4080.00000,-5.52668,-5.40869,4.59751,2.97326,2685.57531
4090.00000,-5.19206,-4.90912,5.22459,3.02225,2691.51385
4100.00000,-5.55168,-4.47892,5.97679,4.35311,2697.79539
4110.00000,-5.03142,-4.34558,5.08254,4.29652,2706.83470
4120.00000,-5.35267,-4.60525,5.20591,3.85083,2715.10262
4130.00000,-5.40284,-3.94393,4.80331,2.65280,2724.31454
4140.00000,-4.12742,-4.23332,5.69520,4.41607,2733.06333
4150.00000,-4.54421,-4.00113,4.66920,4.45876,2740.74374
4160.00000,-4.95284,-3.74371,5.01055,4.31283,2745.65544
4170.00000,-5.45561,-4.03213,4.82861,3.59716,2752.57849
4180.00000,-6.16521,-3.66465,5.68784,4.02733,2758.20810
4190.00000,-5.28957,-3.64763,5.38192,3.21264,2768.77949
4200.00000,-5.21387,-3.40980,4.62350,3.24370,2778.62068
4210.00000,-4.46537,-3.52277,4.89917,5.01935,2781.07070
4220.00000,-4.99304,-4.21954,5.16843,3.99402,2784.95149
4230.00000,-5.50704,-4.49911,4.69346,4.31604,2790.02944
4240.00000,-5.24901,-4.44088,4.48184,3.95858,2793.39613
4250.00000,-5.82221,-3.94189,5.45293,3.47285,2796.61774
4260.00000,-5.47663,-4.50017,5.65522,3.79145,2801.46758
4270.00000,-5.15064,-3.90177,4.56155,3.18926,2806.28683
4280.00000,-4.64527,-2.74800,5.53938,4.52029,2817.44410
4290.00000,-5.35046,-4.63213,4.71870,4.15643,2825.85354
4300.00000,-5.12307,-4.77994,4.79751,4.72682,2834.33646
4310.00000,-4.73494,-3.29817,6.18869,4.31525,2841.11320
4320.00000,-5.05033,-4.03390,5.70412,3.46296,2846.04964
4330.00000,-5.08307,-3.58720,4.90250,2.71236,2855.79030
4340.00000,-5.37488,-3.81882,4.93240,2.63762,2866.96548
4350.00000,-4.47956,-4.80383,5.53120,2.30405,2872.74227
4360.00000,-5.88973,-5.07507,4.75931,0.59477,2877.35924
4370.00000,-4.94938,-4.26266,5.25605,-1.10422,2877.10819
4380.00000,-5.65782,-4.24009,4.94799,-2.10866,2877.69286
4390.00000,-5.36489,-4.17028,4.51472,-1.73316,2871.19622
4400.00000,-5.35919,-4.25568,4.94598,-1.65618,2867.32947
4410.00000,-4.71272,-3.94445,5.99070,-1.65377,2858.54176
4420.00000,-5.43526,-4.30237,5.09422,-3.12903,2851.65770
4430.00000,-5.17540,-3.91100,4.27874,-3.93665,2840.94076
4440.00000,-5.41823,-4.53102,5.20352,-4.30792,2834.65757
4450.00000,-4.49220,-3.42700,5.26843,-3.00328,2823.88679
4460.00000,-5.43625,-5.16951,5.13480,-3.45978,2815.52698
4470.00000,-4.76422,-4.50460,5.37749,-4.12656,2808.37984
4480.00000,-4.86372,-4.57787,5.23293,-5.02206,2805.94003
4490.00000,-5.09157,-3.67408,4.42268,-4.39798,2805.32249
4500.00000,-5.42589,-3.91781,5.04979,-5.28099,2803.84630
4510.00000,-5.02207,-4.04517,4.62603,-4.95064,2804.92990
4520.00000,-4.36635,-3.88952,4.17442,-5.14442,2806.90816
4530.00000,-5.10265,-4.48863,5.18791,-5.32186,2811.71508
4540.00000,-4.98087,-4.43490,4.80647,-4.93435,2811.84950
4550.00000,-6.00756,-4.05157,5.63644,-4.37285,2809.78097
4560.00000,-4.60706,-3.59985,4.40729,-4.23287,2805.55997
4570.00000,-4.58330,-4.11377,5.23340,-4.65484,2796.83911
4580.00000,-4.01767,-2.61317,5.29073,-3.75800,2791.28210
4590.00000,-5.17757,-3.67759,5.12400,-2.06341,2783.63043
4600.00000,-5.35173,-3.17977,5.29789,-2.41890,2773.45206
4610.00000,-4.19932,-4.36276,4.35812,-2.42584,2769.24278
4620.00000,-4.83585,-3.97269,4.99379,-2.70781,2761.63577
4630.00000,-4.66036,-3.84882,5.44386,-2.86943,2750.98637
4640.00000,-4.97269,-4.47627,5.89218,-2.98822,2740.99032
4650.00000,-4.62168,-4.37671,5.09746,-3.13749,2729.81400
4660.00000,-4.35365,-3.51146,4.68188,-3.50714,2718.66852
4670.00000,-4.06000,-3.76167,4.55713,-2.30706,2708.51140
4680.00000,-5.28765,-5.16397,3.30314,-2.27981,2702.11356
4690.00000,-5.33906,-3.71862,5.16371,0.46838,2699.16727
4700.00000,-4.62419,-3.97132,4.38094,-0.95041,2695.60950
4710.00000,-4.27543,-4.23223,5.50139,-1.28180,2691.76921
4720.00000,-5.05817,-3.95775,5.78998,-0.43198,2691.73960
4730.00000,-4.42990,-4.16663,5.02635,-1.16962,2686.17932
4740.00000,-5.17457,-4.11423,4.77788,-1.73202,2681.88007
4750.00000,-4.59416,-4.26780,4.95152,-4.63317,2673.49000
4760.00000,-4.95511,-4.90977,5.14422,-5.03687,2668.24228
4770.00000,-5.64916,-3.43423,5.02854,-5.41943,2668.98027
4780.00000,-5.04328,-4.13528,4.42656,-5.59119,2671.20357
4790.00000,-5.80029,-4.34726,5.19950,-5.98231,2673.53831
4800.00000,-4.88654,-4.71435,4.99065,-5.73072,2682.33824
4810.00000,-5.75531,-3.54395,5.53436,-5.95909,2691.42288
4820.00000,-4.84958,-3.54037,5.20701,-6.05657,2706.39253
4830.00000,-5.61067,-4.00569,5.46403,-5.67145,2717.62473
4840.00000,-5.63556,-4.61081,5.73705,-5.48923,2721.27882
4850.00000,-4.85277,-4.36047,4.20441,-5.13386,2720.71308
4860.00000,-5.32178,-4.35747,4.68234,-5.84839,2726.14024
4870.00000,-4.65558,-2.60513,4.96365,-5.54194,2731.97601
4880.00000,-5.99008,-3.45200,5.54821,-6.04367,2734.83663
4890.00000,-5.39079,-4.37208,4.67310,-5.55376,2746.88065
4900.00000,-5.73259,-4.58251,5.61179,-7.35926,2770.78951
4910.00000,-4.46104,-4.80882,4.88991,-7.67123,2808.73368
4920.00000,-5.83901,-3.89846,5.54938,-6.59619,2838.48635
4930.00000,-4.98959,-3.83454,4.68227,-7.25175,2860.90268
4940.00000,-4.79340,-4.57413,4.76868,-7.47712,2884.57625
4950.00000,-5.41267,-4.12840,4.93303,-6.33539,2902.81379
4960.00000,-4.76026,-4.44905,5.96906,-6.54475,2919.18099
4970.00000,-5.15690,-4.54685,4.97393,-6.54312,2932.76736
4980.00000,-5.24199,-4.18785,4.24858,-5.98292,2946.00585
4990.00000,-4.50831,-3.58434,4.43225,-5.56059,2952.72554
5000.00000,-5.20121,-3.87849,5.06234,-5.21037,2957.78775
5010.00000,-5.18140,-3.74524,4.22571,-4.67574,2963.65998
5020.00000,-5.23824,-4.14321,5.20967,-4.60531,2957.43965
5030.00000,-5.49495,-4.52385,4.41915,-3.47413,2952.73312
5040.00000,-5.20947,-3.74400,4.71978,-3.07933,2945.41390
5050.00000,-5.82972,-4.26197,5.10457,-3.92507,2940.13694
5060.00000,-4.01579,-3.16118,5.14593,-2.62339,2932.86898
5070.00000,-5.70303,-4.69216,5.39538,-2.68750,2925.53261
5080.00000,-5.65990,-4.41812,4.05590,-1.06729,2919.22961
5090.00000,-5.32455,-3.84867,4.25507,-0.90062,2916.34219
5100.00000,-4.59321,-4.53162,5.41063,-1.41528,2912.87037
5110.00000,-4.71967,-4.31961,4.91067,0.52623,2915.15130
5120.00000,-4.35269,-4.18903,4.57934,0.73606,2915.37021
5130.00000,-5.18885,-4.06251,4.80630,-0.46930,2916.71317
5140.00000,-4.85836,-4.22743,4.44735,-2.36446,2911.60272
5150.00000,-4.76057,-4.37576,4.86816,-3.37883,2903.16635
5160.00000,-4.55629,-3.67647,5.16824,-2.69640,2895.95054
5170.00000,-5.03865,-3.34453,5.12953,-1.94931,2887.04109
5180.00000,-5.88131,-4.49863,4.02355,-1.94537,2877.56807
5190.00000,-6.19965,-3.71131,6.77527,-1.63673,2869.76664
5200.00000,-4.64518,-3.35115,5.32484,-2.30575,2858.72319
5210.00000,-4.75973,-4.30659,4.99652,-4.10211,2849.20265
5220.00000,-5.43523,-2.92185,5.47474,-3.43175,2848.39972
5230.00000,-5.05952,-2.82936,4.65861,-3.85544,2841.58252
5240.00000,-4.19739,-3.75077,5.68721,-4.47859,2839.01229
5250.00000,-5.39418,-4.52910,4.27773,-3.82172,2834.98695
5260.00000,-5.23754,-3.64390,5.32781,-2.64159,2825.60981
5270.00000,-4.76925,-3.81230,5.22858,-4.27944,2816.72733
5280.00000,-4.60386,-4.09464,4.94791,-2.79264,2811.94312
5290.00000,-4.67509,-3.44747,5.81141,-4.49438,2805.50154
5300.00000,-5.55320,-3.25763,5.33345,-3.93064,2796.49793
5310.00000,-4.41270,-3.23097,4.37276,-3.73160,2790.90999
5320.00000,-5.50884,-4.23251,5.07533,-3.17291,2783.79937
5330.00000,-4.55064,-4.24739,5.43843,-3.10082,2775.98172
5340.00000,-4.11511,-3.92992,5.43888,-2.31075,2767.32870
5350.00000,-4.96363,-4.69602,5.22694,-2.14471,2759.41365
5360.00000,-6.02217,-3.46025,4.48217,-2.38094,2753.35176
5370.00000,-5.35809,-4.80731,4.84744,-3.22878,2745.26723
5380.00000,-4.82050,-4.01353,4.83449,-3.34087,2737.48281
5390.00000,-4.67592,-3.91771,5.05188,-2.92956,2730.62434
5400.00000,-4.77220,-4.10155,4.95427,-5.79510,2732.50725
5410.00000,-4.81343,-4.06505,5.23510,-5.66818,2734.05902
5420.00000,-5.09348,-3.60860,5.21952,-4.62289,2730.86853
5430.00000,-3.85374,-4.02112,5.08535,-3.58250,2725.06030
5440.00000,-4.97706,-4.08459,4.55374,-4.26165,2721.08095
5450.00000,-4.08805,-3.86687,5.20908,-4.29795,2717.77528
5460.00000,-5.58207,-3.61787,5.65474,-3.38557,2709.68708
5470.00000,-5.67947,-4.34264,5.12415,-2.19197,2699.17982
5480.00000,-5.49617,-4.38930,5.22737,-1.65196,2692.78181
5490.00000,-5.43564,-3.74483,4.26165,-0.84711,2690.66604
5500.00000,-5.44319,-3.98782,4.92507,-1.36301,2690.38862
5510.00000,-4.65157,-3.66444,5.06760,-0.40061,2686.57505
5520.00000,-4.20782,-3.29272,5.03394,-0.28981,2689.31486
5530.00000,-4.62234,-3.66304,5.04715,-2.20471,2681.87835
5540.00000,-2.77131,-3.82537,3.75903,-1.94347,2673.83228
5550.00000,-5.45386,-3.78844,5.23825,-2.22343,2669.54949
5560.00000,-4.59721,-4.70904,4.67451,-2.20471,2661.19703
5570.00000,-5.29329,-3.85375,4.63083,-1.23247,2658.61999
5580.00000,-5.46473,-4.21901,5.66027,-0.86112,2653.81694
5590.00000,-5.05973,-3.68360,4.62486,-3.21772,2648.61312
5600.00000,-4.46845,-3.83927,4.57442,-3.23702,2643.10132
5610.00000,-5.16902,-4.37256,5.64005,-3.24465,2635.69156
5620.00000,-4.29832,-4.09339,4.43691,-2.34126,2628.51242
5630.00000,-5.32509,-3.07487,5.44349,-2.93525,2618.62517
5640.00000,-5.42922,-4.18984,5.27682,-1.41295,2610.93514
5650.00000,-5.47085,-3.75075,5.26902,-0.36239,2613.91436
5660.00000,-5.66731,-4.37445,5.15059,0.99485,2615.28345
5670.00000,-5.19654,-3.97519,4.39435,0.12183,2614.85260
5680.00000,-4.41551,-4.49466,4.71833,0.51387,2614.92494
5690.00000,-4.72749,-3.99858,5.47989,2.03223,2625.49929
5700.00000,-5.28397,-3.42208,4.71623,2.57910,2633.08478
5710.00000,-5.03250,-3.41194,5.58198,4.19874,2642.13016
5720.00000,-5.64336,-4.31447,4.71722,4.34106,2647.88028
5730.00000,-5.86701,-4.33694,5.19823,4.46777,2652.11077
5740.00000,-4.28922,-3.90120,4.87518,5.98541,2650.77119
5750.00000,-4.19984,-3.46293,5.28623,5.71870,2642.69512
5760.00000,-5.75145,-4.27157,5.06625,5.21422,2640.11537
5770.00000,-4.60692,-3.53850,4.99628,4.39525,2641.64820
5780.00000,-5.96215,-3.79118,4.79736,3.82671,2646.69776
5790.00000,-5.33113,-2.91046,4.68889,3.52308,2654.07678
5800.00000,-5.37360,-4.00502,4.64917,2.98036,2662.43425
5810.00000,-4.84056,-3.72993,4.61186,3.26992,2670.65360
5820.00000,-5.95669,-3.72147,5.91983,3.97406,2675.51848
5830.00000,-3.82403,-3.82153,4.22640,4.01484,2681.89818
5840.00000,-5.29657,-3.55137,5.98390,4.87655,2686.27678
5850.00000,-5.61626,-3.84027,5.77166,4.99963,2691.66194
5860.00000,-4.70293,-4.59097,4.31869,5.33264,2693.98878
5870.00000,-4.75875,-4.34336,4.60578,5.26161,2693.50772
5880.00000,-5.61610,-3.93728,5.48849,3.65666,2696.12370
5890.00000,-5.35790,-3.31316,5.58048,4.41232,2701.97660
5900.00000,-4.66983,-4.77068,5.54401,4.08669,2707.08189
5910.00000,-4.96672,-3.54538,4.91075,3.24934,2710.25945
5920.00000,-5.86852,-3.56741,5.00527,3.15929,2717.42182
5930.00000,-5.03340,-3.37799,5.19901,2.90624,2724.21056
5940.00000,-4.42587,-3.89056,5.07922,4.95311,2728.19889
5950.00000,-5.79147,-3.82681,4.49268,4.06394,2730.87625
5960.00000,-5.36901,-3.98039,4.42651,4.59649,2734.30213
5970.00000,-5.06334,-3.40883,5.30985,4.86421,2734.89204
5980.00000,-5.78336,-2.83719,4.70489,4.84679,2737.19752
5990.00000,-6.03107,-3.79094,5.21180,4.64202,2740.64592
6000.00000,-4.67193,-4.19488,4.96576,4.81477,2739.90271
6010.00000,-5.10059,-3.89042,4.90254,4.65419,2743.33885
6020.00000,-4.17655,-2.04700,4.97221,4.10351,2746.38853
6030.00000,-4.67786,-3.62983,5.58084,3.44654,2750.25948
6040.00000,-5.31617,-4.39877,4.88279,4.18438,2754.28072
6050.00000,-5.27886,-4.36865,4.26720,4.74293,2755.86988
6060.00000,-4.59703,-2.60672,5.70835,5.62361,2759.77174
6070.00000,-5.13982,-3.35157,4.91122,4.73716,2760.34313
6080.00000,-4.99393,-4.25559,5.08498,5.10829,2759.00927
6090.00000,-4.17860,-3.55190,4.78832,4.37259,2758.60615
6100.00000,-5.64335,-4.65804,4.76426,3.54165,2762.18312
6110.00000,-4.79540,-4.15427,4.60629,5.83502,2766.22004
6120.00000,-5.30823,-3.90257,4.13571,5.58902,2759.95232
6130.00000,-4.93445,-3.71345,6.26327,5.67661,2754.18295
6140.00000,-4.30998,-4.04713,4.97809,5.55002,2753.98329
6150.00000,-5.37071,-2.78326,5.20175,5.33453,2745.92380
6160.00000,-4.69281,-3.34354,5.72607,5.77614,2736.24679
6170.00000,-5.15137,-4.11583,5.33924,5.08644,2733.84461
6180.00000,-5.25959,-2.70685,4.72527,5.78676,2730.72281
6190.00000,-5.22749,-3.45824,4.74404,5.45160,2725.15348
6200.00000,-4.68256,-3.99986,5.30268,6.39211,2713.06418
6210.00000,-4.40043,-4.19772,4.90266,6.99909,2693.80497
6220.00000,-5.25446,-4.34001,5.13367,7.20696,2667.98049
6230.00000,-5.38922,-3.81658,4.88545,6.06861,2645.58706
6240.00000,-5.71508,-3.10035,4.75423,5.78436,2634.85266
6250.00000,-5.72970,-4.38752,5.11752,5.24178,2624.07324
6260.00000,-4.92221,-3.83332,5.93265,6.12047,2622.99697
6270.00000,-5.29914,-3.73071,4.61066,5.48556,2614.08241
6280.00000,-4.43572,-2.43690,4.45387,6.27015,2605.13971
6290.00000,-5.55426,-3.60733,5.00131,5.96067,2587.45543
6300.00000,-5.00228,-3.68034,4.65681,6.45019,2570.46430
6310.00000,-4.80428,-4.42481,5.10217,6.12069,2557.80869
6320.00000,-5.13536,-4.69777,5.65828,6.01664,2551.88136
6330.00000,-4.20530,-2.83989,4.56927,5.14281,2545.25599
6340.00000,-4.14665,-3.39407,4.72979,5.70445,2534.21359
6350.00000,-4.57116,-3.75333,4.65937,4.89543,2528.02440
6360.00000,-5.59643,-4.00926,6.05802,4.14734,2525.09715
6370.00000,-3.09590,-3.99240,5.54376,4.52665,2531.42613
6380.00000,-5.53598,-3.06229,4.49522,4.57450,2536.82609
6390.00000,-5.64013,-3.97419,5.07222,3.60082,2539.03649
6400.00000,-4.78658,-3.40953,5.83824,4.65736,2545.58503
6410.00000,-5.51068,-3.71584,5.65267,4.28223,2550.56597
6420.00000,-4.71942,-2.82799,4.80351,5.49126,2551.17183
6430.00000,-4.54520,-3.16890,4.32709,5.75377,2545.46207
6440.00000,-4.58477,-2.98253,5.67429,5.91240,2540.18610
6450.00000,-5.02950,-3.77446,5.49204,5.72515,2534.97829
6460.00000,-4.62061,-3.70645,5.07316,5.47177,2534.44255
6470.00000,-4.49667,-3.89552,5.37482,6.06474,2527.70254
6480.00000,-5.41177,-4.10868,5.16186,5.78609,2520.33218
6490.00000,-5.00683,-4.26371,4.06678,6.20487,2506.40181
6500.00000,-4.55395,-3.81619,5.16501,5.09923,2502.56642
6510.00000,-4.73596,-3.84224,5.01558,6.09929,2491.94334
6520.00000,-4.54502,-2.41928,4.72768,6.86365,2468.65696
6530.00000,-4.79246,-4.20739,4.32053,6.26820,2452.30063
6540.00000,-4.87745,-3.63033,4.85258,5.82837,2439.56593
6550.00000,-5.42111,-3.50052,4.73136,5.45741,2429.46320
6560.00000,-4.81578,-3.14390,5.15010,5.85765,2424.12571
6570.00000,-5.95100,-3.57003,4.60465,5.96819,2418.58338
6580.00000,-5.26510,-4.23505,4.65615,6.21599,2414.49918
6590.00000,-4.32645,-4.01991,4.33672,6.70153,2397.00785
6600.00000,-5.43456,-4.18122,5.11079,6.99643,2375.94714
6610.00000,-4.35659,-1.49799,5.51111,6.90374,2349.00499
6620.00000,-4.50145,-3.81754,5.15417,7.83884,2310.85330
6630.00000,-4.70073,-4.46222,5.47119,7.58611,2262.99020
6640.00000,-5.29055,-3.70182,4.31301,7.91357,2210.70480
6650.00000,-5.63769,-4.56949,5.22851,8.04274,2162.87809
6660.00000,-4.44840,-4.54045,5.07586,7.29481,2119.96750
6670.00000,-5.22117,-3.69358,4.41550,7.66799,2084.07376
6680.00000,-4.57469,-2.67220,4.65119,7.58596,2040.10503
6690.00000,-5.26959,-3.48728,4.23357,7.70429,2000.95286
6700.00000,-5.62209,-4.10332,4.52973,7.56500,1962.61896
6710.00000,-4.83209,-4.23512,5.51531,7.57572,1929.70352
6720.00000,-4.73529,-3.38288,4.47565,7.16578,1898.35147
6730.00000,-4.93818,-3.08009,5.00337,6.85214,1874.66253
6740.00000,-4.89672,-3.81393,4.10806,6.63333,1848.22496
6750.00000,-4.46549,-4.31945,4.54832,6.40142,1831.65257
6760.00000,-5.49609,-4.01439,4.22583,5.41239,1817.30538
6770.00000,-4.55271,-3.02444,4.57399,4.93300,1815.24611
6780.00000,-3.74735,-4.19654,5.44596,4.22628,1820.59538
6790.00000,-5.35589,-2.27835,5.63637,2.12904,1829.07453
6800.00000,-3.84960,-4.01585,5.43627,-0.76659,1832.96734
6810.00000,-5.14906,-3.55443,4.03213,-0.64452,1828.00581
6820.00000,-5.61339,-3.58159,5.40695,-2.33907,1819.99367
6830.00000,-6.33488,-3.46529,5.58615,-0.90870,1816.57044
6840.00000,-4.80178,-4.19148,4.58369,-2.34565,1807.48908
6850.00000,-4.98869,-3.19724,4.25160,-2.63188,1801.65838
6860.00000,-4.47658,-3.60587,4.89977,-2.81265,1796.21585
6870.00000,-4.90649,-4.30810,5.08427,-2.35235,1789.83633
6880.00000,-5.07333,-3.73433,5.03770,0.41615,1786.53030
6890.00000,-4.69010,-2.80158,5.59527,0.92247,1783.83762
6900.00000,-4.73052,-4.58996,6.14173,0.18400,1780.89708
6910.00000,-4.45432,-3.29429,3.99158,-1.41478,1778.80207
6920.00000,-4.54688,-2.91641,4.35491,-1.05280,1775.48125
6930.00000,-6.05092,-3.47316,4.86172,-2.19545,1768.36222
6940.00000,-5.31501,-3.38024,3.85879,-2.64460,1762.61481
6950.00000,-4.97091,-3.86402,5.70637,-2.97235,1752.72498
6960.00000,-4.54751,-2.53822,5.13814,-2.53312,1743.64947
6970.00000,-5.31515,-2.81524,4.37512,-3.06173,1738.38728
6980.00000,-5.97328,-2.78804,4.74686,-2.28917,1729.75633
6990.00000,-5.11865,-3.72955,5.04250,-1.24919,1720.75988
7000.00000,-4.67991,-2.97279,4.54583,1.25322,1723.19266
7010.00000,-4.96115,-3.45040,5.25346,0.97232,1726.87783
7020.00000,-5.15838,-3.76932,4.39850,-0.34894,1728.57183
7030.00000,-4.20482,-2.59622,4.55901,-2.39906,1725.20074
7040.00000,-4.87064,-3.91516,5.22629,-1.49747,1720.42574
7050.00000,-5.56520,-3.03635,4.24910,-3.75723,1713.06661
7060.00000,-4.58613,-3.80780,5.29288,-3.01080,1708.86593
7070.00000,-4.53751,-0.70426,5.00575,-3.98320,1701.63556
7080.00000,-3.79431,-1.97342,4.84180,-3.29185,1694.40829
7090.00000,-5.68746,-3.00173,5.83640,-3.62140,1688.18701
7100.00000,-4.46967,-3.52939,4.82349,-5.05558,1684.46359
7110.00000,-4.54824,-2.28002,5.46349,-6.36690,1688.88098
7120.00000,-5.71244,-3.03228,4.12824,-6.83159,1698.34781
7130.00000,-5.50819,-3.91045,5.76789,-6.58651,1715.76792
7140.00000,-4.27306,-2.87954,4.98610,-6.38564,1734.89942
7150.00000,-4.99089,-2.55155,5.16492,-6.60343,1749.66690
7160.00000,-5.84342,-3.10841,5.39098,-6.59596,1764.71133
7170.00000,-5.69729,-3.91415,4.62670,-6.12427,1779.28161
7180.00000,-5.29626,-2.34647,5.27710,-6.70485,1792.42097
7190.00000,-5.60089,-3.21767,4.67732,-7.20709,1814.00344
7200.00000,-5.49043,-3.75505,5.58515,-7.30190,1836.35896
7210.00000,-5.46297,-3.59808,4.55175,-7.04990,1861.82044
7220.00000,-5.13348,-2.48241,5.37803,-7.12798,1883.09997
7230.00000,-4.67736,-4.06670,4.31659,-6.52179,1897.08725
7240.00000,-3.97507,-4.23579,5.27941,-6.25558,1908.82468
7250.00000,-5.14348,-2.90007,4.97215,-6.54341,1924.74678
7260.00000,-5.09583,-3.61899,5.20493,-6.60183,1941.17752
7270.00000,-4.72697,-3.74569,5.14215,-5.37411,1950.35179
7280.00000,-5.03114,-2.68116,5.50030,-5.34566,1952.50992
7290.00000,-4.55301,-3.40823,5.42014,-4.63528,1948.10827
7300.00000,-4.60642,-3.94889,5.04047,-4.58747,1950.00021
7310.00000,-4.90385,-2.83684,5.08547,-4.83089,1948.49079
7320.00000,-4.74209,-2.14817,5.13563,-4.72812,1944.01276
7330.00000,-5.64953,-2.84236,5.48811,-4.69163,1944.40064
7340.00000,-5.51704,-3.45664,4.51933,-5.52194,1943.38664
7350.00000,-5.30763,-3.69561,4.86780,-3.84987,1942.41795
7360.00000,-5.18104,-3.92811,5.96451,-3.11479,1936.77226
7370.00000,-5.37054,-3.72307,5.60921,-4.79057,1931.54046
7380.00000,-6.21125,-2.32822,5.29414,-4.89154,1927.50395
7390.00000,-4.38208,-2.76302,5.07867,-4.79829,1923.56831
7400.00000,-4.69719,-2.81855,5.03183,-2.96766,1920.17550
7410.00000,-5.16051,-3.19702,4.88267,-3.17198,1913.41398
7420.00000,-5.74223,-3.53727,4.97019,-3.77255,1905.06467
7430.00000,-5.31512,-4.28940,4.73119,-4.49661,1896.97750
7440.00000,-5.98648,-3.35307,4.88442,-5.85874,1897.72161
7450.00000,-5.02887,-3.95571,4.61598,-5.53727,1899.77971
7460.00000,-5.16518,-2.13653,5.92707,-5.57449,1902.20369
7470.00000,-4.96619,-3.58388,3.37045,-5.51124,1910.01448
7480.00000,-5.03941,-2.64878,5.70266,-7.07759,1921.66536
7490.00000,-4.54009,-3.21842,5.19896,-7.25198,1951.66532
7500.00000,-5.51368,-2.60650,4.73766,-7.26014,1977.73535
7510.00000,-5.10494,-2.70136,5.71575,-6.98010,2003.62986
7520.00000,-5.47853,-2.49379,5.24807,-6.67253,2029.12551
7530.00000,-4.50267,-3.38083,5.46144,-6.51937,2051.30095
7540.00000,-5.52933,-2.32955,5.14648,-6.16814,2067.73736
7550.00000,-5.10826,-2.42552,4.84179,-4.99223,2068.42986
7560.00000,-4.50131,-3.34233,4.99661,-3.99590,2062.32097
7570.00000,-4.47080,-3.48447,4.91733,-3.85859,2053.51167
7580.00000,-5.09905,-4.30435,4.79092,-4.10133,2049.48489
7590.00000,-5.00843,-3.85230,4.64499,-3.54988,2040.56978
7600.00000,-4.84813,-2.83199,4.98255,-3.88216,2039.93052
7610.00000,-5.39656,-2.72843,5.54941,-4.40479,2036.05757
7620.00000,-5.16854,-3.18207,5.17973,-3.92875,2028.13714
7630.00000,-4.23574,-1.60909,4.78200,-4.99836,2024.39680
7640.00000,-4.51655,-4.38495,4.71276,-4.79487,2023.20743
7650.00000,-5.66593,-4.05295,5.43577,-5.10929,2024.88560
7660.00000,-4.57446,-3.82957,5.23719,-6.02907,2026.06335
7670.00000,-5.34758,-3.03496,5.71379,-5.60242,2036.42435
7680.00000,-5.33943,-3.39064,4.27438,-5.65636,2045.89462
7690.00000,-5.03130,-3.35979,4.97041,-5.52954,2055.29414
7700.00000,-5.11250,-2.53392,5.01467,-5.88820,2061.03236
7710.00000,-5.13423,-2.13154,5.13413,-5.28719,2067.93689
7720.00000,-4.19508,-4.14856,4.62271,-5.61494,2070.04425
7730.00000,-4.68730,-2.18021,4.51713,-6.29538,2080.45353
7740.00000,-5.35303,-2.98373,5.22962,-5.77606,2098.46904
7750.00000,-4.88506,-3.26858,5.04827,-5.15566,2104.06756
7760.00000,-4.92444,-3.41163,4.38319,-5.36559,2108.22962
7770.00000,-5.32735,-2.86018,4.99574,-5.35267,2106.56825
7780.00000,-5.68871,-3.12892,4.95962,-5.61821,2107.64132
7790.00000,-5.34354,-3.69519,5.53624,-5.42784,2111.69233
7800.00000,-4.94060,-3.63575,4.79798,-5.78309,2118.04702
7810.00000,-4.04268,-1.31120,4.73257,-6.61830,2129.62261
7820.00000,-4.64449,-3.61516,5.68921,-5.94540,2146.61140
7830.00000,-4.89299,-2.96383,5.72994,-6.37532,2159.53918
7840.00000,-5.23395,-2.37325,5.06382,-5.51906,2173.62549
7850.00000,-4.56175,-2.56396,4.93834,-5.23809,2180.29910
7860.00000,-5.03119,-2.79165,4.80723,-5.14006,2184.28031
7870.00000,-4.42323,-2.76014,4.68579,-3.77434,2177.92205
7880.00000,-4.89953,-2.70337,4.07464,-3.97339,2170.15483
7890.00000,-5.29119,-2.80616,5.40647,-3.72562,2164.88003
7900.00000,-4.90942,-2.91785,4.86630,-2.74207,2157.96596
7910.00000,-4.99027,-4.00259,4.95709,-3.30411,2151.34366
7920.00000,-5.50540,-3.69752,4.75539,-3.54258,2143.09620
7930.00000,-4.67846,-2.98376,4.48665,-4.77128,2136.51305
7940.00000,-5.85238,-4.66553,5.81694,-5.27448,2133.95671
