time,unbiased,steered,coupled,TAMD
125.10000,-5.44456,-4.63847,-5.25507,-5.59031
125.20000,-5.25568,-4.72006,-5.44637,-5.36387
125.30000,-4.99123,-4.73923,-5.52106,-5.50314
125.40000,-4.83119,-4.57132,-5.38606,-5.51066
125.50000,-4.97023,-4.26941,-5.50021,-5.64081
125.60000,-5.29139,-4.46468,-5.40167,-5.48431
125.70000,-5.07106,-4.34941,-5.43385,-5.50570
125.80000,-5.22415,-3.98130,-5.55918,-5.32087
125.90000,-5.40954,-4.13873,-5.89918,-5.31254
126.00000,-5.26574,-4.38058,-5.87309,-5.24741
126.10000,-5.33321,-4.36580,-5.67862,-5.34651
126.20000,-5.17628,-4.30786,-5.31724,-5.42743
126.30000,-5.12177,-4.27722,-5.27993,-5.58752
126.40000,-5.39415,-4.40601,-5.42768,-5.24380
126.50000,-5.61792,-4.48312,-5.31493,-5.24329
126.60000,-5.74469,-4.63888,-5.41987,-5.50369
126.70000,-5.73923,-4.63315,-5.42978,-5.19377
126.80000,-5.94888,-4.36387,-5.55271,-5.14166
126.90000,-5.87839,-4.48656,-5.48089,-4.71720
127.00000,-6.00273,-4.41023,-5.83749,-4.93622
127.10000,-5.62669,-4.80875,-5.84243,-4.91350
127.20000,-5.92570,-4.81257,-5.67729,-4.94359
127.30000,-5.92387,-4.86382,-5.30469,-4.99372
127.40000,-5.76438,-4.72346,-5.43701,-5.39395
127.50000,-5.34256,-4.66666,-5.19643,-5.38988
127.60000,-4.92253,-4.90731,-5.47764,-5.38989
127.70000,-5.04925,-4.68715,-5.07855,-5.37157
127.80000,-5.07311,-4.56986,-5.10438,-5.18855
127.90000,-4.94045,-4.57351,-5.37747,-5.37629
128.00000,-5.10248,-4.60628,-5.39410,-5.31480
128.10000,-5.23611,-4.89541,-5.29663,-5.28500
128.20000,-5.37886,-4.89398,-5.41136,-5.06341
128.30000,-5.55205,-5.17935,-5.49760,-5.05206
128.40000,-5.45949,-5.43573,-5.18178,-5.06268
128.50000,-5.42075,-5.19053,-5.51920,-5.11897
128.60000,-5.64294,-5.23860,-5.45823,-5.06205
128.70000,-5.68637,-5.01468,-5.58603,-5.02523
128.80000,-5.68501,-5.12716,-5.15442,-5.50433
128.90000,-5.28232,-4.79563,-5.08280,-5.53421
129.00000,-4.87606,-4.59335,-5.02663,-5.32657
129.10000,-4.91021,-4.61500,-4.94618,-5.00702
129.20000,-5.18479,-4.64000,-4.89557,-5.05417
129.30000,-5.24648,-4.34318,-4.88433,-4.96987
129.40000,-5.06498,-4.57602,-4.77774,-4.71421
129.50000,-5.10219,-4.51632,-4.51505,-4.87168
129.60000,-5.17417,-4.49882,-4.69125,-5.26675
129.70000,-5.11113,-4.61457,-4.59235,-5.30662
129.80000,-5.32010,-4.29353,-5.03084,-5.42421
129.90000,-5.37970,-3.85204,-5.16880,-5.40459
130.00000,-5.23471,-4.07599,-5.17767,-5.43198
130.10000,-5.13946,-3.89915,-5.33265,-5.43533
130.20000,-5.23762,-3.81772,-5.54629,-5.39355
130.30000,-5.13161,-4.12378,-5.49818,-5.59153
130.40000,-5.20419,-4.07088,-5.24145,-5.88846
130.50000,-5.09735,-3.78670,-5.46873,-6.25642
130.60000,-4.82761,-4.06986,-5.22474,-6.57485
130.70000,-4.97902,-3.84506,-5.15105,-6.43485
130.80000,-5.03649,-3.92678,-5.10120,-5.90850
130.90000,-5.20805,-3.92725,-4.98641,-5.51099
131.00000,-5.09709,-4.44641,-4.84100,-5.65892
131.10000,-4.95524,-4.53598,-4.83603,-5.61017
131.20000,-4.76630,-4.60341,-4.97313,-5.61637
131.30000,-4.71986,-4.94662,-4.89567,-5.29923
131.40000,-4.75625,-4.77566,-4.92771,-5.41708
131.50000,-4.88055,-4.65171,-5.11710,-5.43058
131.60000,-4.94553,-4.59042,-5.13222,-5.42656
131.70000,-5.24316,-4.53316,-5.32394,-5.45482
131.80000,-5.15591,-4.33936,-5.23902,-5.34433
131.90000,-5.00922,-4.62409,-5.29168,-5.57333
132.00000,-4.67827,-4.47981,-5.08654,-5.48543
132.10000,-5.23813,-4.52257,-4.86093,-5.55307
132.20000,-5.14239,-4.70971,-4.85156,-5.70417
132.30000,-5.14379,-4.90662,-4.71999,-5.38902
132.40000,-5.36012,-4.86827,-4.71745,-5.38766
132.50000,-5.55569,-4.85411,-4.60377,-5.75819
132.60000,-5.67460,-4.94930,-4.72319,-5.48181
132.70000,-5.37322,-5.15450,-4.73613,-5.59408
132.80000,-5.27813,-4.77899,-4.95686,-5.72807
132.90000,-5.30088,-4.94994,-4.95193,-5.63025
133.00000,-5.21012,-4.81605,-5.13624,-5.38006
133.10000,-5.22404,-4.87946,-5.20174,-5.34778
133.20000,-5.05378,-4.91291,-5.42814,-5.35212
133.30000,-4.70806,-5.00882,-5.43856,-5.11750
133.40000,-4.52209,-5.23189,-5.24065,-5.12214
133.50000,-4.70104,-5.27664,-5.10940,-5.08434
133.60000,-4.51499,-5.51554,-4.83205,-5.44513
133.70000,-4.54678,-5.31811,-4.96749,-5.83863
133.80000,-4.17702,-5.39178,-4.66232,-5.59633
133.90000,-4.54258,-5.30467,-4.73423,-5.89846
134.00000,-4.87198,-5.29991,-4.87287,-5.79134
134.10000,-4.69250,-5.53606,-5.27156,-5.40375
134.20000,-5.04687,-5.58149,-5.05447,-5.71165
134.30000,-5.20256,-5.64660,-5.02843,-6.02452
134.40000,-5.39121,-5.52153,-5.03880,-5.79728
134.50000,-5.36279,-5.51981,-4.93680,-5.53370
134.60000,-5.38218,-5.03436,-4.77021,-5.45997
134.70000,-5.38798,-5.28855,-5.01561,-5.73531
134.80000,-5.13912,-5.38100,-4.83339,-5.22815
134.90000,-5.35891,-5.25554,-4.89630,-5.03091
135.00000,-5.79763,-5.10689,-4.91982,-5.24184
135.10000,-5.92292,-5.39722,-4.86206,-5.39395
135.20000,-5.72217,-5.10829,-4.66660,-5.04282
135.30000,-5.88409,-5.06788,-4.73460,-4.94516
135.40000,-5.45309,-4.85482,-4.64819,-4.95851
135.50000,-5.49337,-4.90746,-4.63001,-5.06836
135.60000,-5.59694,-4.53704,-4.47134,-5.41544
135.70000,-5.19135,-4.53354,-4.61093,-5.19746
135.80000,-5.26272,-4.84248,-4.54412,-5.24050
135.90000,-5.64688,-4.61149,-4.32142,-5.17457
136.00000,-5.48863,-4.77155,-4.27996,-5.34680
136.10000,-5.42781,-4.92836,-4.43837,-5.76313
136.20000,-5.13355,-5.11806,-4.38273,-5.50022
136.30000,-4.67843,-5.08647,-4.72511,-5.64593
136.40000,-4.53795,-5.14584,-4.64114,-5.60741
136.50000,-4.38233,-5.31009,-4.17181,-5.59939
136.60000,-4.70614,-5.30541,-4.07673,-5.80452
136.70000,-4.56062,-5.19287,-3.93254,-5.83498
136.80000,-4.23085,-5.16899,-3.59314,-5.92823
136.90000,-4.21080,-5.07032,-3.42647,-5.78184
137.00000,-4.64814,-4.73721,-3.13993,-5.81065
137.10000,-4.80591,-4.95730,-3.57088,-5.71817
137.20000,-4.71010,-4.94286,-3.99134,-6.10402
137.30000,-4.97713,-4.71997,-4.33291,-5.81418
137.40000,-4.79675,-4.79808,-4.27105,-6.14123
137.50000,-4.92779,-5.06483,-4.34600,-5.91825
137.60000,-4.85064,-4.98087,-4.70773,-6.07528
137.70000,-4.64701,-4.88953,-4.63324,-5.91731
137.80000,-4.50077,-4.53360,-5.02231,-5.86141
137.90000,-4.37232,-4.88048,-5.12881,-5.76286
138.00000,-4.62240,-4.80324,-5.42585,-5.81291
138.10000,-5.07389,-4.82075,-5.35590,-5.75772
138.20000,-5.25542,-4.78388,-5.52485,-5.85001
138.30000,-5.31064,-4.82706,-5.63003,-5.82927
138.40000,-5.36960,-4.86352,-5.66728,-5.63171
138.50000,-5.19655,-4.82893,-5.77179,-5.80576
138.60000,-4.75812,-4.87321,-5.92795,-5.61005
138.70000,-4.68113,-4.68303,-5.68509,-5.95019
138.80000,-5.02246,-4.33030,-5.57579,-6.05903
138.90000,-4.98477,-4.05346,-5.71985,-6.08761
139.00000,-4.68634,-4.06031,-5.70449,-5.86888
139.10000,-4.33015,-4.29537,-5.46022,-6.18842
139.20000,-4.57155,-4.30287,-5.53232,-5.93739
139.30000,-4.47614,-4.49263,-5.71951,-6.02661
139.40000,-4.69195,-4.54387,-5.89768,-5.93624
139.50000,-4.32254,-4.52295,-6.17464,-5.86576
139.60000,-4.78868,-4.68499,-6.14811,-6.14997
139.70000,-4.77968,-4.55520,-6.21165,-6.02193
139.80000,-4.97355,-4.39554,-6.14225,-5.68121
139.90000,-5.28990,-4.30715,-5.95046,-5.56186
140.00000,-5.69599,-4.26615,-5.89197,-5.89725
140.10000,-5.74244,-4.00463,-5.94598,-5.72430
140.20000,-5.85436,-3.99123,-6.04719,-6.00524
140.30000,-5.73504,-3.95543,-5.91253,-6.07663
140.40000,-5.75004,-3.70491,-5.76085,-5.99497
140.50000,-5.58695,-4.08838,-5.47030,-5.88914
140.60000,-5.60743,-4.33922,-5.58494,-6.16350
140.70000,-5.43595,-4.12172,-5.55947,-6.40894
140.80000,-5.59907,-4.45536,-5.25281,-6.32359
140.90000,-5.37115,-4.44778,-5.04312,-6.05515
141.00000,-5.49548,-4.74826,-5.23941,-6.31235
141.10000,-5.68511,-4.58518,-5.01564,-6.31511
141.20000,-5.80788,-4.61830,-5.23570,-6.36037
141.30000,-5.89261,-4.62089,-5.16930,-6.40687
141.40000,-5.77407,-4.96181,-4.75651,-6.29609
141.50000,-5.85203,-5.00333,-4.88779,-5.93020
141.60000,-5.40414,-4.88178,-4.87074,-5.56227
141.70000,-5.34811,-5.16405,-4.89529,-5.94356
141.80000,-5.23863,-5.25381,-4.74061,-5.60895
141.90000,-5.10638,-5.14380,-4.64323,-5.63438
142.00000,-5.00913,-5.32312,-4.53763,-5.21297
142.10000,-5.47627,-5.34913,-4.36639,-5.50071
142.20000,-5.49939,-5.07118,-4.47563,-5.89233
142.30000,-5.43140,-4.65614,-4.47392,-5.77008
142.40000,-5.70687,-4.92887,-4.37007,-5.64736
142.50000,-5.36245,-4.99448,-4.41764,-5.73607
142.60000,-4.95993,-5.13634,-4.62813,-5.38639
142.70000,-5.23150,-4.96768,-4.73029,-5.50068
142.80000,-5.10337,-4.95617,-4.55467,-5.47780
142.90000,-5.04548,-4.87639,-4.87248,-5.90091
143.00000,-5.11706,-4.84332,-4.83720,-5.93120
143.10000,-5.13034,-4.54542,-5.07880,-6.04001
143.20000,-5.36025,-4.54402,-5.60741,-5.77014
143.30000,-5.39849,-4.54052,-5.88370,-6.02817
143.40000,-5.30836,-4.78791,-5.81335,-5.65002
143.50000,-5.30907,-4.62163,-5.38391,-5.48004
143.60000,-5.37131,-4.52596,-5.22230,-5.87609
143.70000,-5.27868,-4.51020,-5.23699,-6.10365
143.80000,-5.14247,-4.71256,-4.94453,-6.16002
143.90000,-5.13624,-4.86710,-4.96515,-5.80145
144.00000,-5.04499,-4.73957,-4.85765,-5.94200
144.10000,-5.19093,-5.04935,-5.06947,-6.11880
144.20000,-5.24266,-4.99410,-5.26140,-6.17065
144.30000,-5.37679,-4.85848,-5.11399,-6.13151
144.40000,-5.80894,-4.94207,-5.33795,-5.92352
144.50000,-5.68549,-4.77307,-5.11946,-5.74078
144.60000,-5.54885,-5.03963,-4.97787,-5.65712
144.70000,-5.70075,-4.81985,-4.81796,-5.43907
144.80000,-5.91336,-4.84702,-4.87437,-5.38004
144.90000,-5.99280,-5.11571,-4.97702,-5.47030
145.00000,-5.87512,-5.01408,-4.81878,-5.79482
145.10000,-5.85277,-5.04967,-4.75918,-5.73169
145.20000,-5.51688,-5.27248,-4.64288,-5.56777
145.30000,-5.43075,-5.33759,-4.47321,-5.54825
145.40000,-5.10160,-5.82117,-4.55344,-5.47925
145.50000,-5.06008,-5.99052,-4.44063,-5.58742
145.60000,-5.01726,-5.53570,-4.51541,-5.58384
145.70000,-5.09602,-5.18791,-4.45530,-5.67989
145.80000,-4.98634,-5.12388,-4.13739,-5.92768
145.90000,-4.98470,-5.07363,-4.29053,-5.77853
146.00000,-4.77798,-5.07117,-4.47723,-5.79225
146.10000,-5.53468,-5.19961,-4.63700,-5.78423
146.20000,-5.66328,-5.11311,-4.68030,-5.76989
146.30000,-5.67883,-5.44064,-4.86190,-5.62076
146.40000,-5.50683,-5.27645,-4.87866,-5.85845
146.50000,-5.33970,-5.15598,-4.68482,-5.48985
146.60000,-5.38029,-4.96771,-5.01362,-5.45366
146.70000,-5.24653,-5.20663,-4.91102,-5.51339
146.80000,-5.13106,-5.13987,-4.62892,-5.64229
146.90000,-4.93711,-5.07595,-4.30045,-5.83559
147.00000,-4.68306,-5.03136,-4.74364,-6.00661
147.10000,-4.65378,-5.03926,-4.85008,-6.20294
147.20000,-4.71338,-4.53966,-4.69006,-6.09141
147.30000,-4.60589,-4.42753,-4.50770,-5.99330
147.40000,-4.86207,-4.27936,-4.77975,-5.64085
147.50000,-4.72450,-4.49624,-4.64869,-5.55805
147.60000,-4.55473,-4.46873,-4.80949,-5.83427
147.70000,-4.50288,-4.66914,-4.83138,-5.56519
147.80000,-4.33883,-4.80756,-4.71240,-5.47765
147.90000,-4.52612,-4.93557,-4.84098,-5.03300
148.00000,-5.01044,-4.70375,-4.81815,-5.12721
148.10000,-5.28131,-4.80447,-4.89957,-5.21296
148.20000,-5.52937,-4.56378,-4.95497,-5.42953
148.30000,-5.81551,-4.57090,-4.84004,-5.82710
148.40000,-5.63336,-4.78642,-4.52770,-5.79121
148.50000,-5.41407,-4.88296,-4.30163,-6.03285
148.60000,-5.49664,-4.68910,-4.39680,-6.00854
148.70000,-5.70679,-4.32096,-4.15343,-5.94515
148.80000,-5.66345,-4.42676,-4.23267,-5.96951
148.90000,-5.72847,-4.56345,-4.11276,-5.99332
149.00000,-5.62303,-4.49121,-4.45568,-5.99283
149.10000,-5.44109,-4.89845,-4.26849,-5.96160
149.20000,-5.35234,-4.88704,-4.46769,-5.87156
149.30000,-5.43737,-4.98858,-4.95956,-5.83376
149.40000,-5.39691,-4.85172,-5.00786,-5.74286
149.50000,-5.62797,-4.75651,-4.79443,-5.64872
149.60000,-5.63642,-4.59032,-4.68503,-5.57379
149.70000,-5.43116,-4.58315,-4.71127,-5.07493
149.80000,-5.35055,-4.47178,-4.64318,-5.14555
149.90000,-5.32914,-4.35370,-4.72530,-5.58430
150.00000,-5.56177,-4.44609,-4.62147,-5.78941
150.10000,-5.81353,-4.75159,-4.77887,-5.83813
150.20000,-6.15671,-5.10731,-4.71491,-6.00454
150.30000,-5.84665,-4.92266,-4.53830,-5.95281
150.40000,-5.98050,-4.77704,-3.77772,-6.08395
150.50000,-5.52178,-5.00178,-3.86351,-6.01574
150.60000,-5.63954,-4.74866,-4.12022,-6.03158
150.70000,-5.96405,-4.86657,-4.32883,-6.24406
150.80000,-5.99082,-5.09698,-4.27321,-6.10092
150.90000,-5.90388,-5.32480,-4.18199,-6.03835
151.00000,-6.19908,-5.19106,-4.16670,-5.79387
151.10000,-5.93854,-5.05911,-4.49952,-5.70435
151.20000,-5.66190,-5.15607,-4.25253,-5.39903
151.30000,-5.77797,-5.19449,-4.44233,-5.39798
151.40000,-5.62127,-5.25345,-4.37763,-5.23897
151.50000,-5.64284,-5.45580,-4.52048,-5.14877
151.60000,-5.79312,-5.30697,-4.55042,-5.45978
151.70000,-5.68494,-5.13550,-4.37347,-5.61864
151.80000,-5.56351,-5.16431,-4.71811,-5.73499
151.90000,-5.76942,-4.74699,-4.82670,-5.57921
152.00000,-5.56677,-4.82177,-5.05577,-5.68096
152.10000,-5.21055,-4.67796,-5.12960,-5.77355
152.20000,-5.35421,-4.73838,-5.17075,-5.86684
152.30000,-5.55143,-4.73624,-5.24244,-5.51948
152.40000,-5.21557,-4.85304,-5.25416,-5.50479
152.50000,-5.31693,-4.68797,-5.44025,-5.42712
152.60000,-5.45561,-4.56363,-5.40987,-5.54988
152.70000,-5.26114,-4.63444,-5.18124,-5.63633
152.80000,-4.96893,-4.69424,-5.58357,-5.47431
152.90000,-5.21862,-4.86873,-5.37489,-5.48534
153.00000,-5.59052,-4.41615,-5.42495,-5.53030
153.10000,-5.15841,-4.38272,-5.45203,-5.66045
153.20000,-5.07989,-4.64217,-5.25466,-5.46532
153.30000,-5.04010,-4.55979,-5.24602,-5.62381
153.40000,-4.95140,-4.77958,-5.23312,-5.94800
153.50000,-4.89559,-4.87467,-5.12732,-5.64761
153.60000,-4.98569,-4.77710,-4.92272,-5.55932
153.70000,-4.88356,-4.89537,-4.42126,-5.78304
153.80000,-4.89430,-4.93197,-3.98145,-5.82562
153.90000,-4.82660,-5.08221,-3.95327,-5.83445
154.00000,-5.13942,-5.16139,-3.82367,-5.53694
154.10000,-4.90768,-5.04919,-3.71919,-5.58120
154.20000,-4.85886,-4.97674,-3.77347,-5.30560
154.30000,-4.92500,-5.12408,-3.84842,-5.26503
154.40000,-5.02015,-4.79069,-3.97625,-5.17188
154.50000,-4.79419,-4.77623,-3.92341,-5.35085
154.60000,-4.91307,-4.92082,-3.78356,-5.39056
154.70000,-4.21274,-5.19161,-4.06329,-5.63318
154.80000,-4.18476,-5.07225,-3.80679,-5.67633
154.90000,-4.10000,-5.05329,-3.89886,-5.83569
155.00000,-4.41608,-5.02943,-3.64729,-5.92816
155.10000,-4.40273,-5.00365,-3.47246,-6.05976
155.20000,-4.45453,-4.93786,-3.53577,-5.86384
155.30000,-4.52904,-4.75433,-3.61166,-6.08773
155.40000,-4.61087,-4.95006,-3.82936,-5.95725
155.50000,-4.63767,-4.87241,-3.88268,-5.86778
155.60000,-4.66979,-4.72049,-4.22735,-6.09719
155.70000,-4.49612,-4.76864,-4.20708,-5.99643
155.80000,-4.34600,-4.60211,-4.17865,-5.76748
155.90000,-4.50432,-4.46793,-3.79540,-5.48488
156.00000,-4.66110,-4.47907,-3.78239,-5.47519
156.10000,-4.67406,-4.65424,-3.88562,-5.48917
156.20000,-4.59515,-4.87073,-4.36553,-5.28342
156.30000,-4.61424,-4.57418,-4.23401,-5.12753
156.40000,-4.43102,-4.36708,-4.09115,-4.87921
156.50000,-4.65509,-4.29525,-4.07809,-4.92394
156.60000,-4.38901,-4.30644,-4.10902,-5.11190
156.70000,-4.22324,-4.59148,-4.27559,-5.11055
156.80000,-4.04076,-4.61618,-3.88255,-5.30671
156.90000,-4.23159,-4.66112,-4.02834,-4.98175
157.00000,-4.08777,-4.61915,-3.91069,-5.14942
157.10000,-4.20315,-4.82607,-4.00164,-5.15251
157.20000,-4.03747,-5.19056,-4.27139,-5.06523
157.30000,-4.32613,-5.11456,-4.15170,-4.97046
157.40000,-4.49695,-5.52080,-4.33506,-4.70282
157.50000,-4.53720,-5.26149,-4.28797,-4.80105
157.60000,-4.43388,-5.26525,-4.69654,-4.79183
157.70000,-4.55057,-4.80486,-4.62380,-4.95016
157.80000,-4.49928,-4.69627,-4.71508,-5.13232
157.90000,-4.36891,-4.59134,-4.51480,-5.26558
158.00000,-4.26364,-4.93716,-4.57132,-5.12801
158.10000,-4.01297,-4.89389,-4.65296,-5.53455
158.20000,-4.40148,-4.80088,-4.63392,-5.98441
158.30000,-4.44925,-4.88892,-4.72274,-5.92929
158.40000,-4.42859,-5.32771,-5.20696,-5.96555
158.50000,-4.53262,-5.43065,-5.35268,-5.93930
158.60000,-4.46566,-6.02202,-5.36523,-5.89146
158.70000,-4.15655,-5.99226,-5.41720,-5.76843
158.80000,-4.44324,-5.92276,-5.39836,-5.52277
158.90000,-4.29770,-5.68554,-5.05480,-5.52827
159.00000,-4.15405,-5.46304,-5.07557,-5.36117
159.10000,-4.14284,-4.97223,-4.91940,-4.91720
159.20000,-4.63904,-5.10088,-4.99541,-5.07560
159.30000,-4.80128,-5.42153,-5.10205,-5.38234
159.40000,-4.71498,-5.15401,-5.06579,-5.15282
159.50000,-5.02801,-5.43705,-5.07658,-4.69251
159.60000,-5.09939,-5.23274,-4.94325,-4.45519
159.70000,-5.11038,-5.21949,-5.12255,-4.73913
159.80000,-5.01322,-5.85311,-5.26361,-4.86700
159.90000,-4.91488,-5.57237,-5.15624,-4.89075
160.00000,-5.18778,-5.51513,-4.93210,-4.67295
160.10000,-5.40753,-5.57921,-5.09156,-4.87241
160.20000,-5.43501,-5.47590,-5.13792,-4.66233
160.30000,-5.48111,-5.56893,-5.31729,-4.72705
160.40000,-5.43097,-5.17881,-5.26274,-4.77838
160.50000,-5.03500,-5.28290,-4.76077,-4.82208
160.60000,-5.19859,-5.37323,-4.99211,-5.02657
160.70000,-5.36381,-5.61096,-4.93481,-5.26583
160.80000,-5.38404,-5.23865,-4.73323,-5.49843
160.90000,-5.48158,-5.57520,-4.48181,-5.70061
161.00000,-5.49110,-5.33992,-4.66359,-5.63875
161.10000,-5.41700,-5.19990,-4.90812,-5.94284
161.20000,-5.52739,-5.28965,-4.81930,-5.81714
161.30000,-5.40878,-5.37800,-4.54567,-6.07311
161.40000,-5.50129,-5.56729,-4.53530,-6.02700
161.50000,-5.57985,-5.59986,-4.58978,-5.82671
161.60000,-5.75435,-5.75572,-4.65049,-5.75099
161.70000,-5.75821,-5.73428,-4.74102,-5.60678
161.80000,-5.61159,-5.99837,-4.64366,-5.26744
161.90000,-5.31834,-5.69211,-5.01028,-5.12425
162.00000,-5.48885,-5.95717,-4.93500,-5.29336
162.10000,-5.23225,-6.10092,-4.76396,-4.88821
162.20000,-5.16678,-6.34647,-4.90350,-4.98315
162.30000,-4.89503,-6.28097,-4.98428,-5.21343
162.40000,-4.84997,-6.39242,-4.82663,-5.20459
162.50000,-4.99099,-6.17335,-4.94235,-4.87684
162.60000,-5.02563,-5.96168,-5.18164,-4.82031
162.70000,-4.94862,-5.59636,-5.31725,-4.76900
162.80000,-5.03211,-5.76747,-5.19627,-4.99675
162.90000,-5.16564,-5.35122,-5.51805,-5.12491
163.00000,-5.25393,-5.49308,-5.44802,-5.47190
163.10000,-5.28124,-5.14281,-5.67183,-5.64476
163.20000,-5.13570,-5.28416,-5.47392,-5.84203
163.30000,-4.97077,-4.88678,-5.48815,-5.69973
163.40000,-5.31029,-4.91217,-5.53923,-5.67128
163.50000,-5.23902,-4.75256,-5.47379,-5.87138
163.60000,-5.56199,-5.23615,-5.22042,-6.01759
163.70000,-5.54275,-5.28738,-5.13180,-5.48990
163.80000,-5.46376,-5.13236,-5.07632,-5.56692
163.90000,-5.20431,-5.15458,-5.18606,-5.94702
164.00000,-5.55012,-5.06583,-5.26249,-5.85832
164.10000,-5.86463,-4.87023,-5.04563,-5.82317
164.20000,-5.81695,-4.89088,-4.88986,-5.77843
164.30000,-5.60168,-4.83815,-4.95032,-5.59367
164.40000,-5.48979,-4.84682,-4.82275,-5.72232
164.50000,-5.88894,-4.66149,-4.68031,-5.81984
164.60000,-5.67548,-4.63038,-4.77218,-5.74646
164.70000,-5.48155,-4.62713,-4.77624,-5.64949
164.80000,-5.21887,-4.79186,-4.55831,-5.44085
164.90000,-5.36050,-4.81124,-4.68572,-5.45336
165.00000,-5.50550,-4.69413,-4.69023,-5.40761
165.10000,-5.50007,-4.46578,-4.79825,-5.42097
165.20000,-5.13812,-4.50567,-4.75641,-5.19927
165.30000,-5.04461,-4.64466,-4.72050,-5.48368
165.40000,-4.97591,-4.61267,-4.51917,-5.53373
165.50000,-4.94258,-4.71515,-4.58373,-5.47159
165.60000,-4.93148,-4.86975,-4.59499,-5.06743
165.70000,-5.21568,-5.03467,-4.43185,-5.07055
165.80000,-4.93937,-4.81207,-4.43866,-4.86031
165.90000,-4.90473,-5.14115,-4.52209,-4.75602
166.00000,-4.85034,-4.71807,-4.32342,-4.70704
166.10000,-5.23822,-4.73683,-4.48352,-4.77995
166.20000,-5.19905,-5.15747,-4.55015,-4.72705
166.30000,-5.08104,-5.15023,-4.71542,-4.95576
166.40000,-5.28234,-5.15012,-4.53517,-4.79727
166.50000,-5.14371,-5.16827,-4.35811,-4.63143
166.60000,-5.00812,-5.18462,-4.55054,-4.65045
166.70000,-5.13396,-4.78886,-4.70090,-4.48867
166.80000,-5.04248,-5.00424,-4.70473,-4.34993
166.90000,-4.93330,-5.22320,-4.27713,-4.24053
167.00000,-5.26290,-5.29850,-4.58595,-4.32319
167.10000,-5.30097,-4.87668,-4.23962,-4.05053
167.20000,-5.27509,-4.70571,-4.34707,-4.11052
167.30000,-5.45128,-4.96794,-4.08502,-4.53942
167.40000,-5.17535,-4.80307,-4.54413,-4.51738
167.50000,-4.98571,-4.92296,-4.50709,-4.72997
167.60000,-5.23324,-4.77224,-4.42047,-4.71254
167.70000,-5.48356,-4.79222,-4.55750,-4.55191
167.80000,-5.91954,-4.62233,-4.76395,-4.92797
167.90000,-5.77593,-4.57286,-4.56956,-4.88843
168.00000,-5.61534,-4.35924,-4.43136,-5.32410
168.10000,-5.15237,-4.60597,-4.22941,-5.20308
168.20000,-5.33139,-4.52938,-4.24198,-5.33160
168.30000,-5.05964,-4.62935,-4.25263,-5.68863
168.40000,-5.01846,-4.42914,-4.31890,-5.53837
168.50000,-4.76455,-4.15263,-4.50003,-5.77333
168.60000,-4.65152,-4.54093,-4.75525,-5.72168
168.70000,-4.81754,-4.53806,-4.62379,-5.72280
168.80000,-4.48054,-4.46219,-4.76933,-5.47177
168.90000,-4.53903,-4.49326,-4.61848,-5.29256
169.00000,-5.02725,-4.21801,-4.80815,-5.55255
169.10000,-5.30695,-4.11536,-5.09337,-5.62502
169.20000,-5.32521,-3.98758,-5.09666,-5.56991
169.30000,-5.28374,-4.13422,-5.14613,-5.49964
169.40000,-5.21455,-4.38840,-5.08747,-5.52121
169.50000,-4.65671,-4.41420,-5.30486,-5.65493
169.60000,-4.66501,-4.36415,-5.23612,-4.91951
169.70000,-4.85622,-4.49712,-5.01537,-4.98970
169.80000,-4.88209,-4.72854,-5.11766,-5.11482
169.90000,-5.06157,-4.64530,-5.10181,-5.11788
170.00000,-4.81390,-4.90898,-4.69449,-5.21802
170.10000,-4.82489,-4.85371,-4.64569,-5.48058
170.20000,-4.77003,-4.92202,-4.39091,-5.80607
170.30000,-4.78203,-4.67412,-4.51860,-5.49021
170.40000,-4.95818,-4.45378,-4.25537,-5.42231
170.50000,-5.14983,-4.35818,-4.17991,-5.52782
170.60000,-5.01608,-4.62779,-3.99331,-5.78707
170.70000,-5.16157,-4.73809,-4.36498,-5.72383
170.80000,-5.11868,-4.60468,-4.22442,-5.54970
170.90000,-5.21122,-4.62285,-4.40948,-5.20047
171.00000,-4.90607,-4.54894,-4.68208,-5.01397
171.10000,-4.99343,-4.23479,-4.74454,-4.75914
171.20000,-4.87733,-4.28008,-4.37319,-4.83398
171.30000,-5.21770,-4.23768,-4.46067,-4.79705
171.40000,-5.23246,-4.19096,-4.56290,-5.20210
171.50000,-5.04407,-4.07444,-4.52797,-4.91809
171.60000,-5.26038,-4.15830,-4.42955,-4.89390
171.70000,-5.46971,-4.30028,-4.64387,-5.16209
171.80000,-5.44080,-4.42477,-4.51725,-5.21380
171.90000,-4.92579,-4.32270,-4.86500,-5.54069
172.00000,-5.14596,-4.21574,-4.50129,-5.97554
172.10000,-5.30301,-4.45084,-4.75618,-5.77954
172.20000,-5.27532,-4.34186,-4.78939,-5.82186
172.30000,-4.81918,-4.16858,-4.79047,-5.77314
172.40000,-5.17288,-4.40703,-4.79322,-5.73626
172.50000,-5.30573,-4.31254,-4.91551,-5.76227
172.60000,-5.07389,-4.54879,-4.84073,-5.64847
172.70000,-4.84600,-4.19354,-5.08497,-5.33856
172.80000,-5.00015,-4.11187,-5.42908,-5.40197
172.90000,-4.99222,-4.28997,-5.43865,-5.33455
173.00000,-5.18370,-4.36371,-5.56119,-5.06230
173.10000,-5.10098,-4.64032,-5.22443,-5.40589
173.20000,-5.24233,-4.51095,-4.85218,-5.62448
