time,unbiased,steered,coupled,TAMD
1160.70000,-5.23538,2.47433,4.76620,5.28532
1160.80000,-5.01999,2.67748,4.72379,5.34684
1160.90000,-4.73585,2.58773,4.84529,5.43707
1161.00000,-5.08331,2.36863,5.05848,5.42056
1161.10000,-5.25573,2.56472,5.46250,5.68048
1161.20000,-5.48920,2.66047,5.51019,5.44547
1161.30000,-5.53798,2.74007,5.44583,4.99380
1161.40000,-5.81111,2.63816,5.44045,5.23998
1161.50000,-5.99354,2.71570,5.67487,5.08201
1161.60000,-5.70904,2.87925,5.36154,5.08271
1161.70000,-5.71404,2.75390,5.13764,5.06442
1161.80000,-5.69080,2.66145,4.85663,5.09865
1161.90000,-5.50378,2.38193,4.79505,5.01481
1162.00000,-5.74354,2.33601,4.32957,5.10735
1162.10000,-5.83956,2.44383,4.00137,5.05656
1162.20000,-5.70207,2.64229,4.53851,5.12216
1162.30000,-5.66976,2.34650,4.49927,5.13381
1162.40000,-5.46102,2.44068,4.35567,5.06959
1162.50000,-5.18773,2.72158,4.31510,5.22751
1162.60000,-5.09060,2.84496,4.18958,5.15249
1162.70000,-5.20569,3.22650,4.02385,5.35439
1162.80000,-5.12531,3.16732,4.28608,5.13701
1162.90000,-4.91722,3.19685,4.55201,4.99411
1163.00000,-5.07118,2.89246,4.89896,5.17967
1163.10000,-4.84539,2.82923,4.82940,5.44315
1163.20000,-4.51246,2.93830,4.80037,5.45035
1163.30000,-4.70503,2.90701,5.01913,5.28496
1163.40000,-4.66544,2.76579,4.87701,5.52902
1163.50000,-4.22315,2.75744,4.97341,5.43818
1163.60000,-4.21046,2.90559,4.94707,5.45814
1163.70000,-4.26188,2.68452,4.64167,5.33264
1163.80000,-4.06440,3.13718,4.46159,5.58751
1163.90000,-4.55047,3.18513,4.33495,5.62197
1164.00000,-4.62462,2.69896,4.31657,5.50252
1164.10000,-4.37351,2.90442,4.29563,5.12162
1164.20000,-4.35956,2.69725,4.52491,5.11673
1164.30000,-4.46054,2.96345,4.40205,5.19540
1164.40000,-4.27977,2.47509,4.35639,5.48201
1164.50000,-4.33262,3.02743,4.45610,5.44469
1164.60000,-4.49053,2.77282,4.74550,5.54560
1164.70000,-4.79106,2.85073,4.81755,5.79693
1164.80000,-4.95683,2.49091,4.51766,5.52286
1164.90000,-4.83190,2.58372,4.57297,5.25153
1165.00000,-4.92493,2.40704,4.64055,4.95071
1165.10000,-4.74873,2.60049,4.63282,4.96940
1165.20000,-4.65122,2.58643,4.86547,4.67962
1165.30000,-4.71055,2.49541,4.70060,4.68789
1165.40000,-4.74826,2.91213,4.24794,4.87147
1165.50000,-4.45888,2.91905,4.50976,4.87138
1165.60000,-4.45520,2.99983,4.70136,4.89837
1165.70000,-4.51402,3.08142,4.48547,5.06852
1165.80000,-4.46806,3.14050,4.43926,5.10713
1165.90000,-4.50898,2.86179,4.35985,5.00525
1166.00000,-4.55621,2.88986,4.04272,4.95152
1166.10000,-4.58841,2.80983,4.21106,5.14932
1166.20000,-4.47144,2.79952,4.55086,5.36387
1166.30000,-4.44608,2.85738,4.59737,5.22968
1166.40000,-4.25297,2.85977,4.64416,5.28013
1166.50000,-4.47437,3.04251,4.76315,5.25114
1166.60000,-4.44898,3.11574,4.53221,5.14327
1166.70000,-4.51476,3.18965,4.44725,5.14557
1166.80000,-4.65676,2.95189,4.61410,5.39765
1166.90000,-4.69897,2.99409,4.63541,5.30341
1167.00000,-4.76650,2.80883,4.66462,5.34507
1167.10000,-4.97375,2.68331,4.61474,5.10376
1167.20000,-5.16794,2.95392,4.78359,5.22225
1167.30000,-5.13573,3.44631,4.65862,5.35466
1167.40000,-4.95038,3.10886,4.78524,5.39099
1167.50000,-4.79147,3.09905,4.57706,5.46577
1167.60000,-4.81933,2.86818,4.58766,5.52367
1167.70000,-4.90048,3.15411,4.49820,5.77882
1167.80000,-4.61216,2.77805,4.82053,5.83257
1167.90000,-4.91655,2.88579,5.21138,6.07153
1168.00000,-5.16929,2.80211,5.12125,5.71684
1168.10000,-4.98667,2.89872,5.28768,5.71550
1168.20000,-4.78430,2.83394,5.63219,5.45706
1168.30000,-4.55062,2.47549,5.64154,5.54266
1168.40000,-4.49354,2.38409,5.95028,5.35823
1168.50000,-4.44091,2.40020,5.71281,5.87360
1168.60000,-4.49348,2.88627,5.49382,5.87673
1168.70000,-4.11945,2.71639,5.22206,5.64012
1168.80000,-4.21359,2.72915,5.00163,5.32880
1168.90000,-4.19937,2.52749,4.77796,5.31271
1169.00000,-4.62191,2.55604,4.90280,5.35051
1169.10000,-4.52617,2.97887,4.98315,5.20576
1169.20000,-4.64549,2.77501,4.59060,4.99816
1169.30000,-4.68211,2.61181,4.51614,4.90676
1169.40000,-4.51025,2.32855,4.33392,4.93501
1169.50000,-4.67560,2.28177,4.07390,5.20795
1169.60000,-4.48629,2.11333,3.99122,5.24821
1169.70000,-4.72847,2.46591,4.14394,5.43860
1169.80000,-4.55700,2.44452,4.32637,5.53264
1169.90000,-4.64835,2.23355,3.88464,5.35771
1170.00000,-4.85817,2.29555,3.97537,5.20937
1170.10000,-4.99927,2.30437,4.24732,5.25828
1170.20000,-5.06295,2.23783,4.31433,5.14337
1170.30000,-5.35305,2.26482,4.53555,5.07725
1170.40000,-5.65382,2.37525,4.33950,5.08016
1170.50000,-5.84660,2.44788,4.52685,5.39371
1170.60000,-5.97335,2.69247,4.54137,5.75265
1170.70000,-5.59675,2.92841,4.33002,5.44375
1170.80000,-5.70513,2.92877,4.22919,5.25378
1170.90000,-5.81247,2.84792,4.38184,5.27462
1171.00000,-5.80570,2.78161,4.46217,5.44216
1171.10000,-5.89627,2.83846,4.68181,5.79975
1171.20000,-5.71644,2.97864,4.46311,5.77026
1171.30000,-6.31162,2.64073,4.18560,5.56531
1171.40000,-6.16921,2.59891,4.42278,5.52360
1171.50000,-6.19972,2.79785,4.47743,5.58970
1171.60000,-6.03150,2.77177,4.25889,5.37973
1171.70000,-6.03072,2.68779,4.47486,5.36668
1171.80000,-6.17708,2.89550,4.47088,5.29332
1171.90000,-6.00117,2.66850,4.58795,5.46941
1172.00000,-5.87189,2.53010,4.79180,5.38518
1172.10000,-5.64504,2.32281,4.59368,5.23152
1172.20000,-5.68796,2.29640,5.01074,5.22750
1172.30000,-5.32057,2.07765,4.97555,5.15413
1172.40000,-5.35525,2.27671,5.18706,5.33153
1172.50000,-5.38664,2.66590,5.32015,5.41029
1172.60000,-5.26789,2.27561,5.54972,5.39168
1172.70000,-5.26801,1.88876,5.64768,5.42512
1172.80000,-4.92685,1.72529,5.57278,5.58029
1172.90000,-4.86437,1.75805,5.27163,5.53219
1173.00000,-4.78581,1.81979,5.08091,5.37847
1173.10000,-4.77610,1.71830,4.79247,5.50413
1173.20000,-4.62865,1.84926,4.79935,5.50447
1173.30000,-4.51696,2.10282,5.38032,5.35677
1173.40000,-4.41049,2.10181,4.91823,5.62060
1173.50000,-4.43021,2.27492,5.02051,5.63879
1173.60000,-4.32152,2.44018,5.10766,5.46347
1173.70000,-3.95819,2.57573,5.15678,5.69464
1173.80000,-3.99960,2.53576,5.23429,5.69214
1173.90000,-3.86774,2.80216,5.19630,5.60870
1174.00000,-3.97992,3.14268,5.28678,5.45265
1174.10000,-3.94887,2.98801,5.44333,5.79021
1174.20000,-4.09747,3.10956,5.04735,5.75716
1174.30000,-4.15380,3.03168,5.05110,5.92673
1174.40000,-4.23711,3.15681,5.33595,6.12868
1174.50000,-3.99184,3.11728,5.33504,5.80282
1174.60000,-3.88966,2.49895,5.20447,5.66578
1174.70000,-4.04616,2.32289,5.05067,5.42448
1174.80000,-4.04003,2.11040,5.21224,5.38370
1174.90000,-4.13594,2.17593,4.95149,5.09596
1175.00000,-4.05486,2.34167,5.02411,5.21071
1175.10000,-4.09841,2.48042,5.08568,4.93689
1175.20000,-4.03857,2.49596,5.31183,4.93353
1175.30000,-4.44434,2.26771,5.56934,4.80838
1175.40000,-4.31773,2.24653,5.81392,5.07530
1175.50000,-4.45268,2.06909,5.41901,5.45925
1175.60000,-4.48096,1.97460,5.42900,5.39793
1175.70000,-4.25245,1.99129,5.34477,5.11600
1175.80000,-4.25667,1.80832,5.32504,5.24475
1175.90000,-4.17178,1.57363,5.67434,5.18840
1176.00000,-4.25871,1.65651,5.71964,5.51329
1176.10000,-3.98753,1.78275,5.72640,5.55399
1176.20000,-3.44741,2.05025,5.64863,5.40312
1176.30000,-3.62654,2.24148,5.61824,5.38002
1176.40000,-3.78576,2.26733,5.37679,5.36383
1176.50000,-3.52957,2.39212,5.47348,5.35274
1176.60000,-3.85038,2.27699,5.00592,5.32929
1176.70000,-3.85126,2.50054,5.20894,5.35919
1176.80000,-3.79021,2.27967,4.91676,5.25380
1176.90000,-3.92954,2.31649,4.86579,5.11445
1177.00000,-3.84435,2.13342,4.73088,5.19714
1177.10000,-4.10490,2.45835,4.66383,4.90529
1177.20000,-4.29490,2.52775,4.41199,5.03856
1177.30000,-4.18510,2.21102,4.81633,4.91721
1177.40000,-3.95521,2.12993,4.97466,4.84374
1177.50000,-4.12974,2.25645,5.02029,4.80789
1177.60000,-4.18295,2.35143,4.96353,4.95209
1177.70000,-4.26328,2.30170,4.71750,4.98258
1177.80000,-4.32000,2.33091,4.56840,5.28953
1177.90000,-4.40012,2.21214,4.66004,5.00420
1178.00000,-4.29769,2.17983,4.83244,5.24220
1178.10000,-4.28915,2.02006,4.73649,5.16228
1178.20000,-4.54284,2.09718,4.81535,4.84420
1178.30000,-4.41073,2.20562,4.77939,4.69853
1178.40000,-4.54791,2.43981,4.48338,4.47797
1178.50000,-4.35652,2.71414,4.36724,4.30487
1178.60000,-4.27832,2.76301,4.76778,4.32786
1178.70000,-4.59827,2.95112,5.20046,4.36741
1178.80000,-4.58689,3.23720,5.46783,4.39323
1178.90000,-4.60460,2.78566,5.01363,4.71735
1179.00000,-4.55377,2.77705,4.92467,4.95993
1179.10000,-4.48653,2.67912,4.93291,4.80162
1179.20000,-4.38806,2.29131,5.12739,5.43859
1179.30000,-4.38674,2.38011,5.08215,5.26513
1179.40000,-4.22399,2.38738,5.12053,5.21325
1179.50000,-4.44107,2.17052,5.00179,5.33754
1179.60000,-4.67243,2.08965,5.07865,5.05198
1179.70000,-4.88241,2.06331,5.38078,5.12548
1179.80000,-4.87080,1.75503,5.22221,5.12687
1179.90000,-5.21831,1.64737,5.09889,5.17305
1180.00000,-5.19582,1.42827,4.89722,5.14829
1180.10000,-5.28140,1.25997,4.89017,5.20780
1180.20000,-5.32673,0.79624,4.88143,4.80724
1180.30000,-5.73775,1.13367,5.40442,4.67375
1180.40000,-5.59048,1.22910,5.44581,4.67734
1180.50000,-5.66935,1.17474,5.43333,4.78240
1180.60000,-5.54576,1.08235,5.28225,4.65595
1180.70000,-5.68007,0.83645,4.89340,4.80954
1180.80000,-5.65265,0.60964,4.71515,4.89838
1180.90000,-5.59227,0.61513,4.77244,4.79179
1181.00000,-5.63950,0.88135,5.06318,4.74646
1181.10000,-5.68138,0.92773,5.13664,4.68565
1181.20000,-5.45254,1.34855,5.19083,5.22089
1181.30000,-5.56311,1.41589,5.00514,4.90286
1181.40000,-5.51879,1.72892,4.78918,4.92162
1181.50000,-5.62936,1.78713,4.94922,4.74380
1181.60000,-5.53406,1.99444,4.93137,4.81438
1181.70000,-5.46114,2.17944,4.94807,5.11152
1181.80000,-5.39757,2.36742,4.66911,5.01741
1181.90000,-5.23513,2.63387,4.75148,5.18862
1182.00000,-5.48763,2.61583,4.97661,4.98663
1182.10000,-5.34821,2.58026,4.97765,4.70719
1182.20000,-5.08325,2.84117,4.98455,4.83336
1182.30000,-5.08052,2.61526,5.06049,4.68187
1182.40000,-4.88143,2.74248,5.05791,4.92894
1182.50000,-4.97886,2.72167,5.11507,5.05554
1182.60000,-4.98686,2.94565,5.10792,5.06589
1182.70000,-4.66458,2.66988,5.21447,5.02503
1182.80000,-4.87114,2.69061,5.17609,5.12227
1182.90000,-4.94278,2.53793,5.17671,5.00342
1183.00000,-4.83409,2.43447,4.92605,5.13048
1183.10000,-4.98163,1.95229,4.91599,5.06235
1183.20000,-4.89572,2.36302,5.08858,5.32656
1183.30000,-5.15641,2.38165,5.14380,5.07406
1183.40000,-5.15738,2.47313,5.27103,4.97791
1183.50000,-5.21382,2.68630,5.05373,5.18959
1183.60000,-5.37776,2.95849,5.04628,5.00725
1183.70000,-5.21216,3.23889,5.01247,4.70617
1183.80000,-5.20141,3.33685,4.91753,4.83119
1183.90000,-5.45633,3.69480,5.13702,4.88289
1184.00000,-5.54012,3.24909,4.91936,5.23781
1184.10000,-5.14564,3.15489,4.67477,5.07993
1184.20000,-4.99296,3.18398,4.48155,5.37582
1184.30000,-5.00610,3.11717,4.60755,5.61261
1184.40000,-4.71855,3.40727,4.68734,5.85026
1184.50000,-5.09347,3.33044,4.62722,5.41425
1184.60000,-5.01925,3.25765,4.61577,5.41990
1184.70000,-4.85297,3.17445,4.82023,5.38123
1184.80000,-4.36273,3.02516,4.91360,5.50372
1184.90000,-4.38735,2.88440,5.05353,5.87923
1185.00000,-4.30601,2.39967,5.28810,5.94520
1185.10000,-4.55308,2.35010,5.20432,6.06139
1185.20000,-4.66845,2.65427,5.45765,6.28706
1185.30000,-4.46207,2.25289,5.23177,6.07288
1185.40000,-4.41570,2.50717,5.20693,5.97244
1185.50000,-4.43120,2.21665,5.07647,6.11870
1185.60000,-4.55603,2.11054,5.24438,6.09733
1185.70000,-4.44298,2.13368,5.27434,5.90848
1185.80000,-4.32160,2.19984,5.62990,5.83637
1185.90000,-4.56313,2.79266,5.78408,5.69013
1186.00000,-4.40178,2.68748,5.84919,5.54037
1186.10000,-4.62916,2.71745,5.82356,5.58321
1186.20000,-4.52393,2.76777,5.78717,5.54172
1186.30000,-4.56991,2.95980,5.57438,5.75559
1186.40000,-4.94439,3.11251,5.52766,5.69710
1186.50000,-4.45742,3.12877,5.51857,5.33346
1186.60000,-4.10157,3.05931,5.23417,5.35636
1186.70000,-4.43833,2.86129,4.91776,5.39066
1186.80000,-4.58111,2.67706,4.90432,5.32340
1186.90000,-4.77402,2.60624,4.79786,5.08776
1187.00000,-4.74214,2.93525,4.60242,5.08480
1187.10000,-4.53482,2.78241,4.71806,4.88015
1187.20000,-4.56677,2.69889,4.85611,4.60521
1187.30000,-4.27391,2.45941,5.02848,4.90004
1187.40000,-4.40123,2.28394,5.01926,4.79617
1187.50000,-4.32562,2.20589,5.24200,4.85592
1187.60000,-4.27881,2.29280,5.55531,4.73558
1187.70000,-4.27757,2.81100,5.63097,4.69437
1187.80000,-4.31553,3.06592,5.21842,4.68442
1187.90000,-4.70569,3.00423,5.24270,4.91841
1188.00000,-4.68416,2.81138,5.16209,4.76698
1188.10000,-4.67729,3.03840,5.09984,4.67851
1188.20000,-4.64896,3.38142,5.51222,4.88659
1188.30000,-4.34164,3.21412,5.60898,4.86177
1188.40000,-4.44873,3.63565,5.55126,4.68328
1188.50000,-4.52608,3.84539,5.56945,4.44129
1188.60000,-4.70657,3.86343,5.27760,4.31141
1188.70000,-4.59545,3.71234,5.33538,4.55777
1188.80000,-3.99558,3.41761,5.26327,4.61681
1188.90000,-4.43829,3.51132,5.05335,4.53828
1189.00000,-4.43638,3.23179,5.00748,4.75140
1189.10000,-4.53521,3.29137,4.99236,5.00357
1189.20000,-4.29473,2.97677,4.93505,5.12768
1189.30000,-4.03159,2.71505,4.79209,4.89494
1189.40000,-4.41087,2.90308,4.83610,4.71222
1189.50000,-4.51224,3.41977,5.32506,4.54132
1189.60000,-4.43432,3.43298,5.23943,4.82085
1189.70000,-4.16252,3.54374,5.01357,4.87039
1189.80000,-4.18598,3.41548,5.13269,4.99106
1189.90000,-4.29504,2.93770,5.23717,4.85214
1190.00000,-4.06373,3.09713,5.55525,4.76021
1190.10000,-3.82259,3.27639,5.45192,4.89156
1190.20000,-4.08862,3.02246,5.31193,5.08717
1190.30000,-4.24233,2.84702,5.15798,5.27755
1190.40000,-4.29632,2.90275,5.10331,4.99617
1190.50000,-4.04433,2.85963,5.12727,4.97212
1190.60000,-3.76154,2.79684,5.03587,5.26687
1190.70000,-3.78586,2.88604,4.60038,4.85957
1190.80000,-3.82129,2.78549,4.56699,4.85290
1190.90000,-4.04351,2.78319,4.60179,5.28165
1191.00000,-4.13873,2.89997,4.82184,5.20728
1191.10000,-4.13824,2.92527,4.97390,5.34647
1191.20000,-4.18633,2.71321,4.88922,5.33423
1191.30000,-4.53768,2.55913,5.13525,5.29848
1191.40000,-4.66678,2.73933,5.36538,5.46872
1191.50000,-4.55561,2.69443,5.48956,5.61426
1191.60000,-4.64212,2.32709,5.25063,5.55776
1191.70000,-4.88182,2.55866,5.32917,5.34425
1191.80000,-5.10384,2.71810,5.13063,5.18356
1191.90000,-5.13866,2.76847,4.98886,4.92846
1192.00000,-5.00466,2.62932,5.09769,4.81931
1192.10000,-4.76162,2.85426,4.84517,4.45151
1192.20000,-4.19475,2.69554,4.87253,4.16065
1192.30000,-4.48821,2.77744,4.58536,4.36899
1192.40000,-4.41688,2.99493,4.61187,4.40644
1192.50000,-4.56143,2.94662,4.66706,4.36600
1192.60000,-4.68897,3.31209,4.53968,4.15885
1192.70000,-4.46361,2.94265,4.50360,4.09331
1192.80000,-4.64029,2.78734,4.61493,4.50209
1192.90000,-4.84854,2.63362,4.46966,4.36148
1193.00000,-5.24384,2.52178,4.31429,4.00963
1193.10000,-5.03773,2.58194,4.69647,4.43316
1193.20000,-4.96207,2.71961,4.97348,4.53725
1193.30000,-5.38033,2.65027,4.88037,4.15726
1193.40000,-5.22397,2.25959,4.91055,4.41943
1193.50000,-5.08989,2.51811,4.82181,4.64533
1193.60000,-4.92289,2.76326,5.10434,4.58820
1193.70000,-4.87696,2.98561,5.41939,4.28238
1193.80000,-5.01246,3.02404,5.33448,4.24220
1193.90000,-4.61083,2.98701,5.18972,4.15345
1194.00000,-4.89121,2.83947,5.28283,4.13275
1194.10000,-4.84681,2.81188,5.33396,4.27348
1194.20000,-4.41377,3.14032,5.39017,4.59423
1194.30000,-4.50107,3.26306,5.18238,4.32360
1194.40000,-4.71468,3.58874,5.52587,4.27307
1194.50000,-4.62877,3.28134,5.66796,4.32012
1194.60000,-4.80112,3.28348,5.57012,4.45966
1194.70000,-4.65602,3.35651,5.63095,4.44023
1194.80000,-4.74872,3.21137,5.18939,4.25562
1194.90000,-4.88625,3.15883,5.13773,4.13209
1195.00000,-5.08896,3.11980,5.21998,4.11102
1195.10000,-4.92601,3.12840,5.06004,4.15890
1195.20000,-5.06990,3.19349,5.45915,4.28840
1195.30000,-4.93461,2.77772,5.46618,4.40667
1195.40000,-4.93075,3.08361,5.58817,4.27982
1195.50000,-4.80189,3.29469,5.49730,4.41892
1195.60000,-5.00145,3.55497,5.27053,4.73156
1195.70000,-4.59203,3.45983,5.52762,4.48067
1195.80000,-4.59433,3.54114,5.49334,4.45783
1195.90000,-4.37874,3.56760,5.45444,4.36150
1196.00000,-4.25656,3.87085,5.21499,4.04206
1196.10000,-4.20885,3.58583,5.14375,4.54176
1196.20000,-4.14078,3.65935,5.26869,4.25641
1196.30000,-4.12203,3.74703,5.33292,4.31502
1196.40000,-4.22310,3.85619,5.66800,4.19939
1196.50000,-4.06487,3.69680,5.68261,4.20065
1196.60000,-3.87131,3.74308,5.28867,4.01093
1196.70000,-4.42655,4.15511,5.55602,4.00232
1196.80000,-4.43492,3.99866,5.33221,3.84412
1196.90000,-4.41680,4.03825,5.11956,3.88629
1197.00000,-4.69918,3.84026,5.01699,3.79922
1197.10000,-4.89442,3.59086,5.08609,4.21249
1197.20000,-4.82786,3.51258,5.06279,4.13806
1197.30000,-5.06002,3.46863,4.89928,3.92494
1197.40000,-5.12522,3.46635,4.91726,4.13284
1197.50000,-4.96497,3.80126,4.96599,3.97226
1197.60000,-5.03570,3.88824,5.03195,3.85971
1197.70000,-5.43359,3.48892,5.26438,3.82069
1197.80000,-5.27420,3.31869,5.08101,4.06603
1197.90000,-5.65334,3.46430,5.15031,4.19910
1198.00000,-5.73628,3.29666,5.16243,4.23843
1198.10000,-5.43359,3.41599,4.98681,4.13323
1198.20000,-5.49196,3.48940,4.91768,4.25286
1198.30000,-5.08524,3.26316,4.71034,4.43131
1198.40000,-4.97580,3.14278,4.44199,4.18532
1198.50000,-4.80279,3.19934,4.43905,4.28960
1198.60000,-4.77923,3.04977,4.59619,3.88820
1198.70000,-4.87883,3.40330,5.09879,4.16574
1198.80000,-5.14098,3.08287,5.02015,4.07524
1198.90000,-5.20376,3.33258,5.29514,4.10244
1199.00000,-5.03536,3.47200,5.17361,4.07744
1199.10000,-4.60896,3.51434,5.29235,4.08912
1199.20000,-4.96441,3.40450,4.95306,4.57820
1199.30000,-5.07049,3.35414,4.95396,4.46603
1199.40000,-5.29332,3.53705,5.05611,4.48733
1199.50000,-4.90343,3.25439,5.13797,4.56846
1199.60000,-4.72377,3.00394,5.23078,4.80251
1199.70000,-4.65859,2.94466,4.96020,5.04517
1199.80000,-4.52410,2.97336,4.74901,4.99772
1199.90000,-4.46803,2.76824,4.69504,4.84996
1200.00000,-4.55751,2.96575,5.08945,4.50442
1200.10000,-4.58393,2.49936,5.00159,4.26794
1200.20000,-4.48287,2.63308,5.20478,4.26911
1200.30000,-4.66987,2.58052,4.74417,4.24925
1200.40000,-4.99044,2.64701,4.56043,4.22537
1200.50000,-5.06454,2.74123,4.55687,4.03276
1200.60000,-4.93570,2.74995,4.62301,4.38014
1200.70000,-5.13095,2.70264,4.79274,4.27428
1200.80000,-4.97813,2.73026,4.60022,4.18972
1200.90000,-5.21589,2.56782,4.94330,4.06858
1201.00000,-4.98193,2.47009,5.18644,4.14844
1201.10000,-4.96691,2.75340,5.19129,4.19725
1201.20000,-4.95672,3.01690,5.14210,4.45898
1201.30000,-4.65447,2.90859,4.96603,4.59568
1201.40000,-4.70491,2.89431,4.95701,4.65517
1201.50000,-4.64174,3.01982,4.72818,5.03563
1201.60000,-4.78829,2.38513,4.65542,5.21998
1201.70000,-4.87826,2.36071,4.71052,5.34473
1201.80000,-4.65382,2.44343,4.52070,5.12612
1201.90000,-4.98786,2.29960,4.56180,4.83311
1202.00000,-4.85043,2.29589,4.54036,4.66989
1202.10000,-4.78784,2.31513,4.58197,4.73007
1202.20000,-4.88166,3.08796,4.80846,4.51038
1202.30000,-4.71604,2.98213,4.70796,4.22132
1202.40000,-4.69654,3.03232,4.69062,4.25891
1202.50000,-4.66877,2.91748,4.75144,4.13369
1202.60000,-4.38905,3.17906,4.70316,4.01098
1202.70000,-4.24286,2.66841,4.80021,4.17159
1202.80000,-4.33280,2.69473,4.78137,4.20661
1202.90000,-4.53959,3.00157,4.78604,4.27901
1203.00000,-4.56573,3.05899,4.89584,4.48340
1203.10000,-4.77478,3.29009,5.34448,4.53956
1203.20000,-4.71650,3.46305,5.11972,4.58214
1203.30000,-4.68475,3.41266,5.27983,4.63070
1203.40000,-4.38750,3.30340,4.89451,4.38321
1203.50000,-4.24397,3.08672,4.51233,3.86213
1203.60000,-4.22738,2.85520,4.48449,4.07122
1203.70000,-4.64403,2.73692,4.63599,3.96225
1203.80000,-4.84182,2.93145,4.94938,3.84917
1203.90000,-4.95847,3.03918,4.95663,4.18718
1204.00000,-5.23083,2.93922,4.98966,4.00869
1204.10000,-5.50792,2.69831,4.79385,3.85106
1204.20000,-5.21585,2.82552,4.80049,3.75773
1204.30000,-5.06404,2.84143,4.91670,3.65616
1204.40000,-5.04519,3.04523,5.30536,3.55926
1204.50000,-5.15717,2.73482,5.32426,3.93289
1204.60000,-4.92481,2.83036,5.00109,4.00242
1204.70000,-5.11005,2.60713,5.14343,4.14975
1204.80000,-5.42328,2.72053,5.34989,4.23213
1204.90000,-5.37090,2.83921,4.83409,4.37571
1205.00000,-5.91437,3.06121,4.32019,4.40018
1205.10000,-5.72347,2.96555,4.08205,4.71309
1205.20000,-5.85506,3.09804,4.12285,4.65692
1205.30000,-5.83912,3.25078,4.22376,4.69168
1205.40000,-5.64309,3.60556,4.28639,4.71467
1205.50000,-5.69217,3.51362,4.40145,4.48519
1205.60000,-5.73630,3.31115,4.50063,4.46008
1205.70000,-5.41719,3.68120,4.47137,4.25637
1205.80000,-4.78100,3.60580,4.21022,4.71035
1205.90000,-5.23641,3.66489,4.07189,4.62509
1206.00000,-5.01558,3.32721,4.12994,4.60930
1206.10000,-5.02976,3.44361,3.87733,4.50633
1206.20000,-5.05428,3.60665,4.26901,4.33613
1206.30000,-4.97843,3.56707,4.50363,4.19577
1206.40000,-4.80304,3.49537,4.33769,4.33180
1206.50000,-4.70184,3.28514,4.56556,4.17857
1206.60000,-5.04704,2.82541,4.42836,4.02730
1206.70000,-5.51481,2.58480,4.61719,4.16096
1206.80000,-5.69322,2.37997,4.37708,4.27455
1206.90000,-5.56597,2.35513,4.51026,4.16548
1207.00000,-6.07611,2.40486,4.60494,4.39488
1207.10000,-5.99635,2.42493,4.45581,4.01811
1207.20000,-6.10348,2.68130,4.07087,3.91182
1207.30000,-5.78855,2.95672,3.96244,3.70155
1207.40000,-6.09709,3.03069,4.28350,4.20498
1207.50000,-6.13716,2.59816,4.34592,4.23469
1207.60000,-6.17431,2.69147,4.44177,4.39957
1207.70000,-6.21341,2.28631,4.44213,4.80988
1207.80000,-6.13081,2.40995,4.54792,4.71445
1207.90000,-6.37840,2.21506,4.73553,4.93273
1208.00000,-6.25596,1.75777,4.69396,4.75850
1208.10000,-6.34737,1.96911,4.80224,5.08962
1208.20000,-6.21533,1.79245,4.99611,4.80210
1208.30000,-5.99177,1.53373,5.20965,4.69587
1208.40000,-5.78562,1.36761,5.44380,4.58381
1208.50000,-5.38134,1.19619,5.32451,4.49379
1208.60000,-5.08178,1.20743,5.23813,4.33285
1208.70000,-4.97810,1.39814,5.29632,4.28882
1208.80000,-4.75315,1.78533,5.22858,4.61765
1208.90000,-4.88877,1.79086,5.58571,4.72706
1209.00000,-5.00452,1.66435,5.78527,4.74339
1209.10000,-4.95233,1.73032,5.72681,4.72840
1209.20000,-5.03819,2.14319,5.85098,4.67653
1209.30000,-4.71369,2.27693,5.58852,4.44754
1209.40000,-4.69226,1.94532,5.57568,4.63154
1209.50000,-5.09887,2.39041,5.44920,4.78473
1209.60000,-5.00934,2.22656,5.49611,4.57458
1209.70000,-4.59928,2.20291,5.83599,4.78877
1209.80000,-4.73298,2.10719,5.54686,4.74011
1209.90000,-4.91952,2.05398,5.62567,4.89324
1210.00000,-4.87990,2.31468,5.85084,5.00449
1210.10000,-4.79981,2.02437,5.62391,4.98003
1210.20000,-4.77727,2.01723,5.81022,4.53511
1210.30000,-4.80110,2.13650,5.85655,4.70285
1210.40000,-4.77850,2.39847,5.65757,4.57798
1210.50000,-5.15578,2.03756,5.66466,4.77672
1210.60000,-5.33489,1.89718,5.43587,4.63880
1210.70000,-5.44611,1.75660,5.21090,4.75331
1210.80000,-5.51284,1.80238,5.07282,4.80402
1210.90000,-5.64341,2.12053,5.24028,5.08427
1211.00000,-5.59375,2.40765,5.21785,5.18765
1211.10000,-5.59790,2.24356,5.17535,4.86377
1211.20000,-5.51342,2.36748,4.97103,4.98984
1211.30000,-4.99294,2.72687,5.09241,5.19964
1211.40000,-5.00595,2.55095,5.03235,5.10383
1211.50000,-5.02736,2.38518,5.13572,4.92421
1211.60000,-5.28722,2.33577,5.03289,4.79773
1211.70000,-5.36880,1.96900,5.04551,4.90790
1211.80000,-5.44957,2.08765,5.12460,4.83911
1211.90000,-5.66013,1.94159,5.20039,4.78582
1212.00000,-5.72236,1.90872,5.04311,5.14608
1212.10000,-5.81692,1.67645,4.83975,4.94478
1212.20000,-6.00983,1.91616,4.80971,4.70978
1212.30000,-6.12978,1.92308,5.20495,4.49444
